,Unnamed: 0,Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
0,0,2009-01-03,1.0,0.0,0.0,50.0,2.0,0.0,0.0,0.000271797180176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1,1,2009-01-04,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,2,2009-01-05,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,3,2009-01-06,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,5,2009-01-08,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,7,2009-01-10,1.0,0.0,0.0,2300.0,2.0,0.0,0.0,0.000205039978027,0.0,0.0,0.0,1.5410183585200001e-06,0.0,0.0,0.0,1550.0,0.0,0.0,1.0,31.0,31.0,46.0,31.0,0.0
8,8,2009-01-11,1.0,0.0,0.0,7600.0,2.0,0.0,0.0,0.00020540885205500004,0.0,0.0,0.0,5.26928858074e-06,0.0,0.0,0.0,5300.0,0.0,0.0,1.0,106.0,106.0,152.0,106.0,0.0
9,9,2009-01-12,1.0,0.0,0.0,12050.0,2.0,0.0,0.0,0.000221477465683,0.0,0.0,0.0,4.42421399704e-06,0.0,18541.6666667,0.0,4601.0,0.0,24.0,1.0,96.0,95.0,247.0,95.0,0.0
10,10,2009-01-13,1.0,0.0,0.0,17800.0,2.0,0.0,0.0,0.000207975636358,0.0,0.0,0.0,5.71668100741e-06,0.0,57500.0,0.0,5778.0,0.0,10.0,1.0,117.0,116.0,363.0,116.0,0.0
11,11,2009-01-14,1.0,0.0,0.0,24100.0,2.0,0.0,0.0,0.000205887688531,0.0,0.0,0.0,6.26349397333e-06,0.0,0.0,0.0,6300.0,0.0,0.0,1.0,126.0,126.0,489.0,126.0,0.0
12,12,2009-01-15,1.0,0.0,0.0,30450.0,2.0,0.0,0.0,0.00023054888868,0.0,0.0,0.0,6.31320424296e-06,0.0,1533.81642512,0.0,6911.0,0.0,414.0,1.0,136.0,136.0,625.0,136.0,0.0
14,14,2009-01-17,1.0,0.0,0.0,41650.0,2.0,0.0,0.0,0.00020812175892,0.0,0.0,0.0,5.36870912e-06,0.0,5400.0,0.0,5500.0,0.0,100.0,1.0,109.0,109.0,851.0,109.0,0.0
15,15,2009-01-18,1.0,0.0,0.0,46700.0,2.0,0.0,0.0,0.00020594644074400004,0.0,0.0,0.0,5.02073723259e-06,0.0,0.0,0.0,5050.0,0.0,0.0,1.0,101.0,101.0,952.0,101.0,0.0
17,17,2009-01-20,1.0,0.0,0.0,58450.0,2.0,0.0,0.0,0.000221984139804,0.0,0.0,0.0,5.76639127704e-06,0.0,748.3870967739999,0.0,6575.0,0.0,775.0,1.0,118.0,118.0,1190.0,118.0,0.0
19,19,2009-01-22,1.0,0.0,0.0,67850.0,2.0,0.0,0.0,0.000220743815104,0.0,0.0,0.0,3.7282702222199996e-06,0.0,750.0,0.0,4250.0,0.0,500.0,1.0,76.0,76.0,1381.0,76.0,0.0
20,20,2009-01-23,1.0,0.0,0.0,71200.0,2.0,0.0,0.0,0.000211658762462,0.0,0.0,0.0,3.3305880651900002e-06,0.0,2233.33333333,0.0,3500.0,0.0,150.0,1.0,68.0,68.0,1449.0,68.0,0.0
21,21,2009-01-24,1.0,0.0,0.0,81150.0,2.0,0.0,0.0,0.000215262024846,0.0,0.0,0.0,9.8923436563e-06,0.0,1243.75,0.0,10750.0,0.0,800.0,1.0,201.0,201.0,1650.0,201.0,0.0
24,24,2009-01-27,1.0,0.0,0.0,101800.0,2.0,0.0,0.0,0.000231289169163,0.0,0.0,0.0,5.120157771849998e-06,0.0,447.826086957,0.0,6300.0,0.0,1150.0,1.0,105.0,105.0,2066.0,105.0,0.0
25,25,2009-01-28,1.0,0.0,0.0,106950.0,2.0,0.0,0.0,0.000205780695943,0.0,0.0,0.0,5.120157771849998e-06,0.0,0.0,0.0,5150.0,0.0,0.0,1.0,103.0,103.0,2169.0,103.0,0.0
26,26,2009-01-29,1.0,0.0,0.0,113050.0,2.0,0.0,0.0,0.00020548554717500004,0.0,0.0,0.0,6.06465289481e-06,0.0,0.0,0.0,6100.0,0.0,0.0,1.0,122.0,122.0,2291.0,122.0,0.0
27,27,2009-01-30,1.0,0.0,0.0,119100.0,2.0,0.0,0.0,0.000217043663845,0.0,0.0,0.0,6.0149426251899985e-06,0.0,1008.33333333,0.0,6650.0,0.0,600.0,1.0,122.0,122.0,2413.0,122.0,0.0
28,28,2009-01-31,1.0,0.0,0.0,125550.0,2.0,0.0,0.0,0.00020557226136700004,0.0,0.0,0.0,6.41262478222e-06,0.0,0.0,0.0,6450.0,0.0,0.0,1.0,129.0,129.0,2542.0,129.0,0.0
29,29,2009-02-01,1.0,0.0,0.0,131350.0,2.0,0.0,0.0,0.000227196463223,0.0,0.0,0.0,5.76639127704e-06,0.0,527.272727273,0.0,6900.0,0.0,1100.0,1.0,118.0,118.0,2660.0,118.0,0.0
30,30,2009-02-02,1.0,0.0,0.0,137700.0,2.0,0.0,0.0,0.000205835958165,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,0.0,6350.0,0.0,0.0,1.0,127.0,127.0,2787.0,127.0,0.0
32,32,2009-02-04,1.0,0.0,0.0,150650.0,2.0,0.0,0.0,0.000212087863829,0.0,0.0,0.0,6.11436316444e-06,0.0,16171.4435972,0.0,6300.0,0.0,38.0,1.0,129.0,126.0,3063.0,126.0,0.0
36,36,2009-02-08,1.0,0.0,0.0,176150.0,2.0,0.0,0.0,0.000207452631708,0.0,0.0,0.0,6.6611761303699995e-06,0.0,670.0,0.0,7700.0,0.0,1000.0,1.0,135.0,135.0,3578.0,135.0,0.0
37,37,2009-02-09,1.0,0.0,0.0,182550.0,2.0,0.0,0.0,0.000243552029133,0.0,0.0,0.0,6.36291451259e-06,0.0,290.90909090900004,0.0,8600.0,0.0,2200.0,1.0,129.0,129.0,3707.0,129.0,0.0
38,38,2009-02-10,1.0,0.0,0.0,188900.0,2.0,0.0,0.0,0.00020567826398700006,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,0.0,6350.0,0.0,0.0,1.0,127.0,127.0,3834.0,127.0,0.0
40,40,2009-02-12,1.0,0.0,0.0,201350.0,2.0,0.0,0.0,0.000210269022796,0.0,0.0,0.0,5.8658118163e-06,0.0,2950.0,0.0,6100.0,0.0,200.0,1.0,119.0,119.0,4085.0,119.0,0.0
41,41,2009-02-13,1.0,0.0,0.0,207550.0,2.0,0.0,0.0,0.000205862906671,0.0,0.0,0.0,6.16407343407e-06,0.0,0.0,0.0,6200.0,0.0,0.0,1.0,124.0,124.0,4209.0,124.0,0.0
43,43,2009-02-15,1.0,0.0,0.0,220700.0,2.0,0.0,0.0,0.000219321641766,0.0,0.0,0.0,6.06465289481e-06,0.0,677.7777777780001,0.0,7000.0,0.0,900.0,1.0,125.0,125.0,4475.0,125.0,0.0
45,45,2009-02-17,1.0,0.0,0.0,232750.0,2.0,0.0,0.0,0.00023376335532,0.0,0.0,0.0,5.8658118163e-06,0.0,393.33333333300004,0.0,7400.0,0.0,1500.0,1.0,119.0,119.0,4717.0,119.0,0.0
46,46,2009-02-18,1.0,0.0,0.0,238950.0,2.0,0.0,0.0,0.000205932124968,0.0,0.0,0.0,6.16407343407e-06,0.0,0.0,0.0,6200.0,0.0,0.0,1.0,124.0,124.0,4841.0,124.0,0.0
47,47,2009-02-19,1.0,0.0,0.0,244800.0,2.0,0.0,0.0,0.000205969199156,0.0,0.0,0.0,5.816101546669999e-06,0.0,0.0,0.0,5850.0,0.0,0.0,1.0,117.0,117.0,4958.0,117.0,0.0
48,48,2009-02-20,1.0,0.0,0.0,251200.0,2.0,0.0,0.0,0.000219777226448,0.0,0.0,0.0,6.36291451259e-06,0.0,800.0,0.0,7200.0,0.0,800.0,1.0,129.0,129.0,5087.0,129.0,0.0
54,54,2009-02-26,1.0,0.0,0.0,283800.0,2.0,0.0,0.0,0.000205973784129,0.0,0.0,0.0,4.7721858844400004e-06,0.0,0.0,0.0,4800.0,0.0,0.0,1.0,96.0,96.0,5743.0,96.0,0.0
55,55,2009-02-27,1.0,0.0,0.0,289950.0,2.0,0.0,0.0,0.000205722281603,0.0,0.0,0.0,6.11436316444e-06,0.0,0.0,0.0,6150.0,0.0,0.0,1.0,123.0,123.0,5866.0,123.0,0.0
56,56,2009-02-28,1.0,0.0,0.0,295050.0,2.0,0.0,0.0,0.000244795107374,0.0,0.0,0.0,5.0704475022199985e-06,0.0,283.333333333,0.0,6900.0,0.0,1800.0,1.0,103.0,103.0,5969.0,103.0,0.0
58,58,2009-03-02,1.0,0.0,0.0,305550.0,2.0,0.0,0.0,0.000205938632672,0.0,0.0,0.0,5.169868041480001e-06,0.0,0.0,0.0,5200.0,0.0,0.0,1.0,104.0,104.0,6180.0,104.0,0.0
60,60,2009-03-04,1.0,0.0,0.0,316150.0,2.0,0.0,0.0,0.00020572374451800006,0.0,0.0,0.0,5.26928858074e-06,0.0,0.0,0.0,5300.0,0.0,0.0,1.0,106.0,106.0,6394.0,106.0,0.0
61,61,2009-03-05,1.0,0.0,0.0,321450.0,2.0,0.0,0.0,0.000233074404159,0.0,0.0,0.0,5.26928858074e-06,0.0,441.545241725,0.0,6550.0,0.0,1200.0,1.0,108.0,108.0,6502.0,108.0,0.0
64,64,2009-03-08,1.0,0.0,0.0,338500.0,2.0,0.0,0.0,0.000233037131173,0.0,0.0,0.0,5.567550198519999e-06,0.0,361.290322581,0.0,7150.0,0.0,1550.0,1.0,115.0,115.0,6847.0,115.0,0.0
65,65,2009-03-09,1.0,0.0,0.0,344150.0,2.0,0.0,0.0,0.000205858618812,0.0,0.0,0.0,5.617260468149998e-06,0.0,0.0,0.0,5650.0,0.0,0.0,1.0,113.0,113.0,6960.0,113.0,0.0
66,66,2009-03-10,1.0,0.0,0.0,349400.0,2.0,0.0,0.0,0.000205812000093,0.0,0.0,0.0,5.21957831111e-06,0.0,0.0,0.0,5250.0,0.0,0.0,1.0,105.0,105.0,7065.0,105.0,0.0
67,67,2009-03-11,1.0,0.0,0.0,354800.0,2.0,0.0,0.0,0.00020593184012,0.0,0.0,0.0,5.36870912e-06,0.0,0.0,0.0,5400.0,0.0,0.0,1.0,108.0,108.0,7173.0,108.0,0.0
68,68,2009-03-12,1.0,0.0,0.0,360700.0,2.0,0.0,0.0,0.000209331512451,0.0,0.0,0.0,5.8658118163e-06,0.0,3933.33333333,0.0,6050.0,0.0,150.0,1.0,119.0,119.0,7292.0,119.0,0.0
69,69,2009-03-13,1.0,0.0,0.0,366400.0,2.0,0.0,0.0,0.000218659116511,0.0,0.0,0.0,5.6669707377800015e-06,0.0,760.0,0.0,6450.0,0.0,750.0,1.0,115.0,115.0,7407.0,115.0,0.0
70,70,2009-03-14,1.0,0.0,0.0,372200.0,2.0,0.0,0.0,0.000205936103032,0.0,0.0,0.0,5.76639127704e-06,0.0,0.0,0.0,5800.0,0.0,0.0,1.0,116.0,116.0,7523.0,116.0,0.0
71,71,2009-03-15,1.0,0.0,0.0,377750.0,2.0,0.0,0.0,0.000205787452492,0.0,0.0,0.0,5.51783992889e-06,0.0,0.0,0.0,5550.0,0.0,0.0,1.0,111.0,111.0,7634.0,111.0,0.0
78,78,2009-03-22,1.0,0.0,0.0,416100.0,2.0,0.0,0.0,0.000219335054096,0.0,0.0,0.0,4.722475614810002e-06,0.0,863.636363636,0.0,5300.0,0.0,550.0,1.0,96.0,97.0,8407.0,97.0,0.0
80,80,2009-03-24,1.0,0.0,0.0,427950.0,2.0,0.0,0.0,0.00020597548711900004,0.0,0.0,0.0,5.21957831111e-06,0.0,0.0,0.0,5250.0,0.0,0.0,1.0,105.0,105.0,8644.0,105.0,0.0
81,81,2009-03-25,1.0,0.0,0.0,433750.0,2.0,0.0,0.0,0.000205796340416,0.0,0.0,0.0,5.76639127704e-06,0.0,0.0,0.0,5800.0,0.0,0.0,1.0,116.0,116.0,8760.0,116.0,0.0
82,82,2009-03-26,1.0,0.0,0.0,439400.0,2.0,0.0,0.0,0.000233236667329,0.0,0.0,0.0,5.617260468149998e-06,0.0,403.571428571,0.0,7050.0,0.0,1400.0,1.0,114.0,114.0,8874.0,114.0,0.0
83,83,2009-03-27,1.0,0.0,0.0,444900.0,2.0,0.0,0.0,0.000205958973278,0.0,0.0,0.0,5.46812965926e-06,0.0,0.0,0.0,5500.0,0.0,0.0,1.0,110.0,110.0,8984.0,110.0,0.0
84,84,2009-03-28,1.0,0.0,0.0,450850.0,2.0,0.0,0.0,0.000225283518559,0.0,0.0,0.0,5.9155220859300014e-06,0.0,595.0,0.0,6950.0,0.0,1000.0,1.0,120.0,122.0,9106.0,122.0,0.0
86,86,2009-03-30,1.0,0.0,0.0,462700.0,2.0,0.0,0.0,0.000205871582031,0.0,0.0,0.0,6.2137837037e-06,0.0,0.0,0.0,6250.0,0.0,0.0,1.0,125.0,125.0,9343.0,125.0,0.0
88,88,2009-04-01,1.0,0.0,0.0,473700.0,2.0,0.0,0.0,0.000205877785371,0.0,0.0,0.0,5.318998850369999e-06,0.0,0.0,0.0,5350.0,0.0,0.0,1.0,107.0,107.0,9564.0,107.0,0.0
91,91,2009-04-04,1.0,0.0,0.0,491000.0,2.0,0.0,0.0,0.000205748904068,0.0,0.0,0.0,5.617260468149998e-06,0.0,0.0,0.0,5650.0,0.0,0.0,1.0,113.0,113.0,9910.0,113.0,0.0
92,92,2009-04-05,1.0,0.0,0.0,497450.0,2.0,0.0,0.0,0.00020596408104700005,0.0,0.0,0.0,6.41262478222e-06,0.0,0.0,0.0,6450.0,0.0,0.0,1.0,129.0,129.0,10039.0,129.0,0.0
94,94,2009-04-07,1.0,0.0,0.0,508150.0,2.0,0.0,0.0,0.00020598401927,0.0,0.0,0.0,4.921316693329999e-06,0.0,0.0,0.0,4950.0,0.0,0.0,1.0,99.0,99.0,10255.0,99.0,0.0
95,95,2009-04-08,1.0,0.0,0.0,513350.0,2.0,0.0,0.0,0.000205993652344,0.0,0.0,0.0,5.169868041480001e-06,0.0,0.0,0.0,5200.0,0.0,0.0,1.0,104.0,104.0,10359.0,104.0,0.0
98,98,2009-04-11,1.0,0.0,0.0,529550.0,2.0,0.0,0.0,0.000212888248631,0.0,0.0,0.0,6.06465289481e-06,0.0,1742.85714286,0.0,6450.0,0.0,350.0,1.0,123.0,123.0,10684.0,123.0,0.0
101,101,2009-04-14,1.0,0.0,0.0,547400.0,2.0,0.0,0.0,0.000205933578371,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,0.0,6350.0,0.0,0.0,1.0,127.0,127.0,11044.0,127.0,0.0
102,102,2009-04-15,1.0,0.0,0.0,553000.0,2.0,0.0,0.0,0.000205738203866,0.0,0.0,0.0,5.567550198519999e-06,0.0,0.0,0.0,5600.0,0.0,0.0,1.0,112.0,112.0,11156.0,112.0,0.0
104,104,2009-04-17,1.0,0.0,0.0,564900.0,2.0,0.0,0.0,0.000205844381581,0.0,0.0,0.0,5.71668100741e-06,0.0,0.0,0.0,5750.0,0.0,0.0,1.0,115.0,115.0,11394.0,115.0,0.0
106,106,2009-04-19,1.0,0.0,0.0,576950.0,2.0,0.0,0.0,0.000214905298057,0.0,0.0,0.0,5.9155220859300014e-06,0.0,1322.22222222,0.0,6400.0,0.0,450.0,1.0,121.0,121.0,11640.0,121.0,0.0
107,107,2009-04-20,1.0,0.0,0.0,582800.0,2.0,0.0,0.0,0.00024832212008,0.0,0.0,0.0,5.816101546669999e-06,0.0,260.0,0.0,8100.0,0.0,2250.0,1.0,118.0,118.0,11758.0,118.0,0.0
108,108,2009-04-21,1.0,0.0,0.0,588950.0,2.0,0.0,0.0,0.000269874324644,0.0,0.0,0.0,6.11436316444e-06,0.0,175.713783675,0.0,9700.0,0.0,3500.0,1.0,126.0,125.0,11883.0,125.0,0.0
109,109,2009-04-22,1.0,0.0,0.0,595000.0,2.0,0.0,0.0,0.00020592271789,0.0,0.0,0.0,6.0149426251899985e-06,0.0,0.0,0.0,6050.0,0.0,0.0,1.0,121.0,121.0,12004.0,121.0,0.0
111,111,2009-04-24,1.0,0.0,0.0,604650.0,2.0,0.0,0.0,0.000205841739621,0.0,0.0,0.0,5.617260468149998e-06,0.0,0.0,0.0,5650.0,0.0,0.0,1.0,113.0,113.0,12197.0,113.0,0.0
112,112,2009-04-25,1.0,0.0,0.0,610750.0,2.0,0.0,0.0,0.0002058607633,0.0,0.0,0.0,6.06465289481e-06,0.0,0.0,0.0,6100.0,0.0,0.0,1.0,122.0,122.0,12319.0,122.0,0.0
114,114,2009-04-27,1.0,0.0,0.0,621450.0,2.0,0.0,0.0,0.000205930074056,0.0,0.0,0.0,5.21957831111e-06,0.0,0.0,0.0,5250.0,0.0,0.0,1.0,105.0,105.0,12535.0,105.0,0.0
118,118,2009-05-01,1.0,0.0,0.0,646200.0,2.0,0.0,0.0,0.000205885104048,0.0,0.0,0.0,6.11436316444e-06,0.0,0.0,0.0,6150.0,0.0,0.0,1.0,123.0,123.0,13031.0,123.0,0.0
120,120,2009-05-03,1.0,0.0,0.0,658050.0,2.0,0.0,0.0,0.000220240208141,0.0,0.0,0.0,5.6669707377800015e-06,0.0,816.034359341,0.0,6399.94,0.0,699.0,1.0,116.0,115.0,13270.0,115.0,0.0
121,121,2009-05-04,1.0,0.0,0.0,664150.0,2.0,0.0,0.0,0.000212333241447,0.0,0.0,0.0,6.06465289481e-06,0.0,12200.0,0.0,6210.0,0.0,50.0,1.0,126.0,125.0,13395.0,125.0,0.0
123,123,2009-05-06,1.0,0.0,0.0,677600.0,2.0,0.0,0.0,0.000214214742619,0.0,0.0,0.0,6.81030693926e-06,0.0,1370.0,0.0,7350.0,0.0,500.0,1.0,138.0,138.0,13666.0,138.0,0.0
124,124,2009-05-07,1.0,0.0,0.0,683650.0,2.0,0.0,0.0,0.000205993652344,0.0,0.0,0.0,6.0149426251899985e-06,0.0,0.0,0.0,6050.0,0.0,0.0,1.0,121.0,121.0,13787.0,121.0,0.0
129,129,2009-05-12,1.0,0.0,0.0,709700.0,2.0,0.0,0.0,0.000205941087618,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,0.0,6350.0,0.0,0.0,1.0,127.0,127.0,14309.0,127.0,0.0
130,130,2009-05-13,1.0,0.0,0.0,715450.0,2.0,0.0,0.0,0.000209178095279,0.0,0.0,0.0,5.71668100741e-06,0.0,11274.5098039,0.0,5850.0,0.0,51.0,1.0,118.0,117.0,14426.0,117.0,0.0
132,132,2009-05-15,1.0,0.0,0.0,729250.0,2.0,0.0,0.0,0.000208921365805,0.0,0.0,0.0,7.10856855704e-06,0.0,14300.0,0.0,7249.99,0.0,50.0,1.0,146.0,145.0,14708.0,145.0,0.0
133,133,2009-05-16,1.0,0.0,0.0,734950.0,2.0,0.0,0.0,0.00021584828694700005,0.0,0.0,0.0,5.6669707377800015e-06,0.0,1140.0,0.0,6200.0,0.0,500.0,1.0,115.0,115.0,14823.0,115.0,0.0
134,134,2009-05-17,1.0,0.0,0.0,741200.0,2.0,0.0,0.0,0.000205947875977,0.0,0.0,0.0,6.2137837037e-06,0.0,0.0,0.0,6250.0,0.0,0.0,1.0,125.0,125.0,14948.0,125.0,0.0
135,135,2009-05-18,1.0,0.0,0.0,747400.0,2.0,0.0,0.0,0.000205932124968,0.0,0.0,0.0,6.16407343407e-06,0.0,0.0,0.0,6200.0,0.0,0.0,1.0,124.0,124.0,15072.0,124.0,0.0
136,136,2009-05-19,1.0,0.0,0.0,752400.0,2.0,0.0,0.0,0.000205888748169,0.0,0.0,0.0,4.97102696296e-06,0.0,0.0,0.0,5000.0,0.0,0.0,1.0,100.0,100.0,15172.0,100.0,0.0
137,137,2009-05-20,1.0,0.0,0.0,757600.0,2.0,0.0,0.0,0.000205709384038,0.0,0.0,0.0,5.169868041480001e-06,0.0,0.0,0.0,5200.0,0.0,0.0,1.0,104.0,104.0,15276.0,104.0,0.0
140,140,2009-05-23,1.0,0.0,0.0,766550.0,2.0,0.0,0.0,0.000205993652344,0.0,0.0,0.0,3.47971887407e-07,0.0,0.0,0.0,350.0,0.0,0.0,1.0,7.0,7.0,15455.0,7.0,0.0
141,141,2009-05-24,1.0,0.0,0.0,771350.0,2.0,0.0,0.0,0.00020589431126900005,0.0,0.0,0.0,4.7721858844400004e-06,0.0,0.0,0.0,4800.0,0.0,0.0,1.0,96.0,96.0,15551.0,96.0,0.0
142,142,2009-05-25,1.0,0.0,0.0,776950.0,2.0,0.0,0.0,0.000205942562648,0.0,0.0,0.0,5.567550198519999e-06,0.0,0.0,0.0,5600.0,0.0,0.0,1.0,112.0,112.0,15663.0,112.0,0.0
148,148,2009-05-31,1.0,0.0,0.0,810400.0,2.0,0.0,0.0,0.000205993652344,0.0,0.0,0.0,5.8658118163e-06,0.0,0.0,0.0,5900.0,0.0,0.0,1.0,118.0,118.0,16333.0,118.0,0.0
149,149,2009-06-01,1.0,0.0,0.0,814050.0,2.0,0.0,0.0,0.000209547068975,0.0,0.0,0.0,3.62884968296e-06,0.0,36500000.0,0.0,3700.0,0.0,0.0,1.0,75.0,74.0,16407.0,74.0,0.0
151,151,2009-06-03,1.0,0.0,0.0,823400.0,2.0,0.0,0.0,0.000205983920973,0.0,0.0,0.0,4.8716064237e-06,0.0,0.0,0.0,4900.0,0.0,0.0,1.0,98.0,98.0,16594.0,98.0,0.0
152,152,2009-06-04,1.0,0.0,0.0,825350.0,2.0,0.0,0.0,0.000205969199156,0.0,0.0,0.0,1.9387005155599998e-06,0.0,0.0,0.0,1950.0,0.0,0.0,1.0,39.0,39.0,16633.0,39.0,0.0
153,153,2009-06-05,1.0,0.0,0.0,828200.0,2.0,0.0,0.0,0.000205893265574,0.0,0.0,0.0,2.8334853688900007e-06,0.0,0.0,0.0,2850.0,0.0,0.0,1.0,57.0,57.0,16690.0,57.0,0.0
154,154,2009-06-06,1.0,0.0,0.0,829400.0,2.0,0.0,0.0,0.000205198923747,0.0,0.0,0.0,1.1930464711100001e-06,0.0,0.0,0.0,1200.0,0.0,0.0,1.0,24.0,24.0,16714.0,24.0,0.0
155,155,2009-06-07,1.0,0.0,0.0,829600.0,2.0,0.0,0.0,0.000205993652344,0.0,0.0,0.0,1.98841078519e-07,0.0,0.0,0.0,200.0,0.0,0.0,1.0,4.0,4.0,16718.0,4.0,0.0
156,156,2009-06-08,1.0,0.0,0.0,833200.0,2.0,0.0,0.0,0.000205821461148,0.0,0.0,0.0,3.57913941333e-06,0.0,0.0,0.0,3600.0,0.0,0.0,1.0,72.0,72.0,16790.0,72.0,0.0
159,159,2009-06-11,1.0,0.0,0.0,846700.0,2.0,0.0,0.0,0.000205942379531,0.0,0.0,0.0,4.623055075559999e-06,0.0,0.0,0.0,4650.0,0.0,0.0,1.0,93.0,93.0,17060.0,93.0,0.0
161,161,2009-06-13,1.0,0.0,0.0,854950.0,2.0,0.0,0.0,0.000205439490241,0.0,0.0,0.0,3.67855995259e-06,0.0,0.0,0.0,3700.0,0.0,0.0,1.0,74.0,74.0,17225.0,74.0,0.0
162,162,2009-06-14,1.0,0.0,0.0,858450.0,2.0,0.0,0.0,0.000205734797886,0.0,0.0,0.0,3.4797188740699996e-06,0.0,0.0,0.0,3500.0,0.0,0.0,1.0,70.0,70.0,17295.0,70.0,0.0
163,163,2009-06-15,1.0,0.0,0.0,862550.0,2.0,0.0,0.0,0.00020588898077200004,0.0,0.0,0.0,4.0762421096300005e-06,0.0,0.0,0.0,4100.0,0.0,0.0,1.0,82.0,82.0,17377.0,82.0,0.0
165,165,2009-06-17,1.0,0.0,0.0,870050.0,2.0,0.0,0.0,0.00020558493478,0.0,0.0,0.0,3.8276907614800005e-06,0.0,0.0,0.0,3850.0,0.0,0.0,1.0,77.0,77.0,17527.0,77.0,0.0
167,167,2009-06-19,1.0,0.0,0.0,878450.0,2.0,0.0,0.0,0.000205785378642,0.0,0.0,0.0,4.32479345778e-06,0.0,0.0,0.0,4350.0,0.0,0.0,1.0,87.0,87.0,17695.0,87.0,0.0
169,169,2009-06-21,1.0,0.0,0.0,886400.0,2.0,0.0,0.0,0.00020565032959,0.0,0.0,0.0,3.7282702222199996e-06,0.0,0.0,0.0,3750.0,0.0,0.0,1.0,75.0,75.0,17854.0,75.0,0.0
170,170,2009-06-22,1.0,0.0,0.0,890400.0,2.0,0.0,0.0,0.000287890434265,0.0,0.0,0.0,3.97682157037e-06,0.0,133.33333333299998,0.0,7000.0,0.0,3000.0,1.0,81.0,81.0,17935.0,81.0,0.0
172,172,2009-06-24,1.0,0.0,0.0,898450.0,2.0,0.0,0.0,0.000211771796731,0.0,0.0,0.0,4.22537291852e-06,0.0,3400.27202176,0.0,4398.98,0.0,125.0,1.0,88.0,87.0,18098.0,87.0,0.0
174,174,2009-06-26,1.0,0.0,0.0,906600.0,2.0,0.0,0.0,0.000230564160293,0.0,0.0,0.0,4.42421399704e-06,0.0,445.0,0.0,5450.0,0.0,1000.0,1.0,90.0,90.0,18262.0,90.0,0.0
175,175,2009-06-27,1.0,0.0,0.0,910850.0,2.0,0.0,0.0,0.000205668281106,0.0,0.0,0.0,4.22537291852e-06,0.0,0.0,0.0,4250.0,0.0,0.0,1.0,85.0,85.0,18347.0,85.0,0.0
177,177,2009-06-29,1.0,0.0,0.0,917200.0,2.0,0.0,0.0,0.000205792878803,0.0,0.0,0.0,3.77798049185e-06,0.0,0.0,0.0,3800.0,0.0,0.0,1.0,76.0,76.0,18475.0,76.0,0.0
179,179,2009-07-01,1.0,0.0,0.0,925700.0,2.0,0.0,0.0,0.000208969575813,0.0,0.0,0.0,4.1259523792599994e-06,0.0,4150.0,0.0,4250.0,0.0,100.0,1.0,84.0,84.0,18648.0,84.0,0.0
180,180,2009-07-02,1.0,0.0,0.0,929300.0,2.0,0.0,0.0,0.000205715497335,0.0,0.0,0.0,3.57913941333e-06,0.0,0.0,0.0,3600.0,0.0,0.0,1.0,72.0,72.0,18720.0,72.0,0.0
183,183,2009-07-05,1.0,0.0,0.0,941900.0,2.0,0.0,0.0,0.000205945968628,0.0,0.0,0.0,3.97682157037e-06,0.0,0.0,0.0,4000.0,0.0,0.0,1.0,80.0,80.0,18973.0,80.0,0.0
184,184,2009-07-06,1.0,0.0,0.0,946450.0,2.0,0.0,0.0,0.000205972692469,0.0,0.0,0.0,4.5236345363000005e-06,0.0,0.0,0.0,4550.0,0.0,0.0,1.0,91.0,91.0,19064.0,91.0,0.0
185,185,2009-07-07,1.0,0.0,0.0,949600.0,2.0,0.0,0.0,0.000205978514656,0.0,0.0,0.0,3.13174698667e-06,0.0,0.0,0.0,3150.0,0.0,0.0,1.0,63.0,63.0,19127.0,63.0,0.0
186,186,2009-07-08,1.0,0.0,0.0,953550.0,2.0,0.0,0.0,0.000205945365037,0.0,0.0,0.0,3.92711130074e-06,0.0,0.0,0.0,3950.0,0.0,0.0,1.0,79.0,79.0,19206.0,79.0,0.0
