Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,BCDDY,BCDDM,BCDDE,TVTVR,NETDF,MIOPM,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
2011-03-14,76192.6193475,2.1816162,5109165.0,5676850.0,2.0,20169.0,2369890.0,3132325.0,29.842794866,-5263.03654542,80.0,0.0,0.0,0.00768543308617,10.0,0.0,5266.8,0.443144011232,1.7667896679,4.23685410946,4165.4682,212568.108391,124309.0,138121.0,28.0,2388.0,2981.0,331696.0,2981.0,0.9
2011-03-15,76192.6193475,1.70019999,5112876.6045,5681700.0,2.0,0.0,990184.0,1259156.0,28.9013189834,-4362.91226553,80.0,0.0,0.0,0.00820722285005,10.0,0.0,4365.342135,0.367392898201,1.74683558824,5.96154109971,2533.62351785,128279.008245,73225.0,81372.0,21.0,2660.0,2499.0,334195.0,2499.0,0.899885
2011-03-16,76192.6193475,1.81,5063210.0,5689000.0,2.0,4157315.0,5408733.0,5512025.0,14.0824147858,-6495.3891,80.0,0.0,0.0,0.00631670102681,10.0,0.0,6497.89,0.552983125127,2.00738029039,10.5329113969,4380.73308,152458.153886,61691.0,69316.0,47.0,2581.0,3237.0,337432.0,3237.0,0.89
2011-03-17,76192.6193475,1.49799295,5012084.0,5695550.0,2.0,0.0,1972030.0,2121396.0,8.48212234285,-5762.6817662,79.0,0.0,0.0,0.0066474885431,10.0,0.0,5764.88,0.496169790353,1.80830614806,7.46607639918,9103.18376,174677.664765,77214.0,87744.0,18.0,2663.0,3188.0,340620.0,3188.0,0.88
2011-03-18,76192.6193475,1.22279998,4850600.91165,5702450.0,2.0,0.0,37002.0,108002.0,4.85502297483,-5868.21716555,79.0,0.0,0.0,0.00562570406043,10.0,0.0,5870.107917,0.522682679914,2.12762157195,10.1476787677,11914.8364461,174095.308079,57847.0,68006.0,29.0,2802.0,2759.0,343379.0,2759.0,0.850617
2011-03-19,76192.6193475,1.35779295,4703309.6,5707900.0,2.0,0.0,545220.0,693155.0,11.1882817208,-4489.68117861,78.0,0.0,0.0,0.00818553539591,10.0,0.0,4491.624,0.412843566019,1.44239691715,8.7068457275,4610.830432,140795.185349,51587.0,62606.0,14.0,2697.0,3114.0,346493.0,3114.0,0.824
2011-03-20,76192.6193475,1.3370787,4514178.5,5714150.0,2.0,0.0,11501.0,93947.0,4.7746932796,-4936.44370783,77.0,0.0,0.0,0.00592024230957,10.0,0.0,4938.29,0.473444456444,1.84678010471,14.1344447822,7317.32523,122537.413507,34938.0,44225.0,12.0,2378.0,2674.0,349167.0,2674.0,0.79
2011-03-21,76192.6193475,6.87779295,4510573.77,5721900.0,2.0,243622.0,357486.0,483141.0,12.4516015541,-6103.90323582,77.0,0.0,0.0,0.0137251700124,12.0,0.0,6114.0548,0.587071125991,0.835025239006,13.6133975492,3606.9289257,164254.450751,44912.0,56973.0,21.0,5496.0,7322.0,356489.0,7322.0,0.7883
2011-03-22,76192.6193475,11.2703,4580532.2172,5728200.0,2.0,481533.0,1094430.0,1285344.0,9.08597194966,-5028.75754969,77.0,0.0,0.0,0.00543975830078,12.0,0.0,5046.565906,0.477232012096,2.19320552195,7.9501912416,6986.29599546,207804.871847,63477.0,79382.0,14.0,3504.0,2301.0,358790.0,2301.0,0.799646
2011-03-23,76192.6193475,16.58666612,4875260.0,5735600.0,2.0,178972.0,1283852.0,1532840.0,5.61787467142,-6275.9013338,79.0,0.0,0.0,0.00900351034628,13.0,0.0,6303.6,0.56055823643,1.44313186813,9.74902556449,11509.47175,222690.266666,64659.0,76069.0,20.0,5598.0,4368.0,363158.0,4368.0,0.85
2011-03-24,76192.6193475,9.62159233,5168880.0,5743200.0,2.0,65109.0,3305234.0,3445384.0,7.71011495941,-6831.3405669,80.0,0.0,0.0,0.0047667904904,13.0,0.0,6848.1,0.575708459036,3.08751127142,6.9746691511,12734.6094,260657.815107,98185.0,109095.0,18.0,3802.0,2218.0,365376.0,2218.0,0.9
2011-03-25,76192.6193475,6.33823619,5118657.0,5751300.0,2.0,88132.0,504554.0,700177.0,10.7673002649,-7203.35896979,80.0,0.0,0.0,0.00458009154708,13.0,0.0,7214.34,0.613584015552,3.45679923335,10.2794711239,6518.06986,233298.861143,70182.0,78856.0,10.0,3624.0,2087.0,367463.0,2087.0,0.89
2011-03-26,68977.7846302,4.7801,5211306.75,5758350.0,2.0,20815.0,2812989.0,3046723.0,11.7131160257,-6375.9240095,82.0,0.0,0.0,0.00715088675208,14.0,0.0,6383.87,0.483475502412,2.13721794443,6.28072401859,8677.64499,408306.665274,101642.0,112312.0,10.0,3808.0,2987.0,370450.0,2987.0,0.905
2011-03-27,68977.7846302,5.8772327,5165182.8,5766000.0,2.0,0.0,627745.0,788382.0,8.16350483074,-6847.60517495,82.0,0.0,0.0,0.00537583095575,14.0,0.0,6857.349,0.524622353681,3.0181993838,11.8998049622,7058.944311,171128.366064,57626.0,64329.0,8.0,3565.0,2272.0,372722.0,2272.0,0.8958
2011-03-28,68977.7846302,4.863,4951333.625,5774150.0,2.0,0.0,1344362.0,1522833.0,5.32306331582,-6984.4549775,81.0,0.0,0.0,0.00716325256722,15.0,0.0,6992.055,0.558911396405,2.04446052632,12.1894039918,10776.0781625,157029.051812,57362.0,66894.0,9.0,5102.0,3420.0,376142.0,3420.0,0.8575
2011-03-29,68977.7846302,3.7901,4625480.0,5781850.0,2.0,136406.0,285448.0,375102.0,14.8581041514,-6156.96792,79.0,0.0,0.0,0.00605584429456,15.0,0.0,6162.4,0.528051257953,2.11403087479,14.1830201742,2924.272,126173.793058,43449.0,54311.0,9.0,4182.0,2915.0,379057.0,2915.0,0.8
2011-03-30,68977.7846302,3.93090001,4602771.75,5789650.0,2.0,22743.0,88168.0,218206.0,13.3575372717,-6197.87493449,79.0,0.0,0.0,0.00371779539646,15.0,0.0,6203.385,0.534909066498,3.81746769231,14.3013895556,3247.31265,116933.288285,43376.0,54561.0,12.0,2870.0,1625.0,380682.0,1625.0,0.795
2011-03-31,68977.7846302,4.16,4645483.755,5799750.0,2.0,23074.0,323265.0,482674.0,10.53121302,-8086.5659232,79.0,0.0,0.0,0.00389203930845,15.0,0.0,8093.10192,0.692638663029,3.66867720762,16.2073227379,4741.60455892,158393.792375,49935.0,62342.0,11.0,3692.0,2206.0,382888.0,2206.0,0.80098
2011-04-01,68977.7846302,3.1,4646625.745,5808500.0,2.0,257716.0,372545.0,471003.0,12.9864731785,-6997.257593,79.0,0.0,0.0,0.00319292885917,15.0,0.0,7002.13741,0.600058247674,4.45145417038,18.2718234997,2950.92053633,90372.3729726,38322.0,47904.0,12.0,2785.0,1573.0,384461.0,1573.0,0.79997
2011-04-02,68977.7846302,2.99040002,4636731.6115,5817950.0,2.0,0.0,187689.0,289974.0,15.0565395656,-7528.9832409,79.0,0.0,0.0,0.00343997894772,15.0,0.0,7532.96044,0.648062907488,4.1756986918,28.5363722861,1753.24155148,87625.2259376,26398.0,33123.0,11.0,2915.0,1804.0,386265.0,1804.0,0.79697
2011-04-03,68977.7846302,3.15010002,4659874.74,5826300.0,2.0,41344.0,191149.0,434826.0,13.3171377979,-6675.81055,79.0,0.0,0.0,0.00325596403933,15.0,0.0,6680.7294,0.572627013495,4.1676415471,14.7772698522,3394.8358788,107196.00132,45209.0,56526.0,10.0,2708.0,1603.0,387868.0,1603.0,0.7998
2011-04-04,68977.7846302,5.896868,4609887.0,5835300.0,2.0,0.0,2268948.0,2359957.0,2.35088236106,-7105.34147428,79.0,0.0,0.0,0.00427249272664,15.0,0.0,7113.95,0.617202769036,3.05713364847,18.0587558502,16756.83852,127820.087541,39393.0,49865.0,11.0,3887.0,2327.0,390195.0,2327.0,0.79
2011-04-05,68977.7846302,5.4307,4150234.0,5845400.0,2.0,286027.0,2187185.0,2390112.0,3.87641339583,-7167.144203,77.0,0.0,0.0,0.00387457101652,15.0,0.0,7174.55,0.692638663029,3.1578125,15.6121471126,11855.01058,151570.136522,45955.0,64725.0,9.0,3741.0,2272.0,392467.0,2272.0,0.71
2011-04-06,82345.644113,5.60040001,4376644.8334,5852350.0,2.0,1004076.0,1284513.0,1372337.0,4.18397741587,-5193.32757445,74.0,0.0,0.0,0.00447798804414,15.0,0.0,5201.25502,0.568985959864,2.94188632353,18.9806548865,6549.49211421,94074.9678975,27403.0,36643.0,12.0,3149.0,1768.0,394235.0,1768.0,0.747844
2011-04-07,82345.644113,3.1702,4499067.465,5860450.0,2.0,370816.0,557873.0,674878.0,5.93865553233,-6215.93623746,75.0,0.0,0.0,0.00382647102262,15.0,0.0,6220.6731,0.663134715812,3.37712980456,11.9632820873,8755.8618609,122171.951166,51998.0,67732.0,12.0,3057.0,1842.0,396077.0,1842.0,0.7677
2011-04-08,82345.644113,3.8001,4688731.75,5868250.0,2.0,190433.0,667694.0,894889.0,2.42786636273,-6229.1637201,76.0,0.0,0.0,0.0039912431668,15.0,0.0,6234.597,0.638574170782,3.66741,15.6342005063,16425.096533,131707.384712,39878.0,49910.0,12.0,2897.0,1700.0,397777.0,1700.0,0.799
2011-04-09,82345.644113,4.18,4510571.12,5876200.0,2.0,167419.0,269354.0,350683.0,5.05217224311,-6099.211432,75.0,0.0,0.0,0.00379248085262,15.0,0.0,6105.4904,0.650854443297,3.49084642653,12.6460694779,9556.2354324,145607.408442,48280.0,62897.0,18.0,3078.0,1749.0,399526.0,1749.0,0.7676
2011-04-10,82345.644113,5.14,4465817.0554,5884600.0,2.0,0.0,93870.0,212963.0,16.1808307184,-6370.85085914,74.0,0.0,0.0,0.00350403218042,15.0,0.0,6378.546095,0.687695260842,3.85876956745,17.1567193427,2297.66462047,103251.128,37178.0,48990.0,14.0,2843.0,1653.0,401179.0,1653.0,0.758899
2011-04-11,82345.644113,4.72078885,4601886.3,5892300.0,2.0,77736.0,324533.0,454615.0,4.13061770065,-6010.01306391,75.0,0.0,0.0,0.00472645945363,15.0,0.0,6016.824,0.630387322439,3.20214156466,16.5758597987,8787.720623,85909.9300101,36299.0,46477.0,11.0,3040.0,1879.0,403058.0,1879.0,0.781
2011-04-12,82345.644113,4.46474318,5292883.05,5900650.0,2.0,832338.0,1305985.0,1571815.0,1.83915559722,-7485.94512537,78.0,0.0,0.0,0.0049632980438,15.0,0.0,7493.538,0.683601836671,3.71150965825,10.7788622758,37800.323613,137646.13224,69521.0,77504.0,13.0,3398.0,2019.0,405077.0,2019.0,0.897
2011-04-13,82345.644113,3.67138575,5910700.0,5910700.0,2.0,135709.0,836610.0,1336535.0,1.43815286891,-10046.3286143,80.0,0.0,0.0,0.00471953966131,15.0,0.0,10053.0,0.822778258508,4.05362903226,13.5050669189,51759.955,191554.50993,74439.0,74439.0,17.0,3759.0,2480.0,407557.0,2480.0,1.0
2011-04-14,82345.644113,15.5231,5563719.0,5918850.0,2.0,586768.0,928072.0,1059114.0,4.24586478782,-7646.408286,79.0,0.0,0.0,0.00601569567721,15.0,0.0,7675.1,0.667228139984,2.58595013477,16.7635515427,10783.304,126115.711911,45784.0,48707.0,25.0,5390.0,2968.0,410525.0,2968.0,0.94
2011-04-15,82345.644113,2.15104348,6458844.744,5925600.0,2.0,2261939.0,2569439.0,3072779.0,1.32771134906,-7355.08788412,82.0,0.0,0.0,0.00679189187509,15.0,0.0,7359.61248,0.552612263177,3.67796725637,7.35238803984,75391.5825518,141473.837665,100098.0,91834.0,22.0,3050.0,2001.0,412526.0,2001.0,1.08999
2011-04-16,82345.644113,3.80988576,6497675.25,5933950.0,2.0,350802.0,2163039.0,2422178.0,5.19700971617,-9139.07817509,82.0,0.0,0.0,0.00586658751893,15.0,0.0,9146.535,0.683601836671,4.61946212121,6.00085648866,29328.498615,287525.97638,152420.0,139197.0,11.0,3115.0,1980.0,414506.0,1980.0,1.095
2011-04-17,82345.644113,1.9425,6447992.25,5942850.0,2.0,43742.0,938339.0,1238981.0,47.488448646,-9654.3923875,82.0,0.0,0.0,0.00455338231633,15.0,0.0,9657.585,0.728629502559,4.16275215517,1.23692892051,16441.2871,1376826.7285,780771.0,719605.0,13.0,3531.0,2320.0,416826.0,2320.0,1.085
2011-04-18,92347.5909521,2.23520399,7140184.935,5950650.0,2.0,200594.0,2452911.0,2695691.0,1.90557038073,-9356.53797873,82.0,0.0,0.0,0.00609293350807,15.0,0.0,9361.6198,0.716137288757,3.45319800812,10.6928020095,45944.6005642,132199.675358,87551.0,72965.0,12.0,3997.0,2711.0,419537.0,2711.0,1.1999
2011-04-19,92347.5909521,5.88128213,7089663.0,5957700.0,2.0,802390.0,1162504.0,2009633.0,122.019967789,-8382.50127427,81.0,0.0,0.0,0.00851808372119,16.0,0.0,8395.45,0.647277934068,2.3536445192,0.419674354286,16394.59311,2177926.08471,2000468.0,1681065.0,15.0,5118.0,3567.0,423104.0,3567.0,1.19
2011-04-20,92347.5909521,7.35490728,7145353.71,5964900.0,2.0,405464.0,1250864.0,1516506.0,29.912782509,-8616.06955657,82.0,0.0,0.0,0.0091688964102,17.0,0.0,8633.2653,0.661049805006,2.72085260006,1.06796569947,27024.7054572,5272339.94792,808384.0,674834.0,13.0,4676.0,3173.0,426277.0,3173.0,1.1979
2011-04-21,92347.5909521,3.63999931,7155236.385,5973150.0,2.0,0.0,244561.0,491546.0,2.00541657407,-9878.31464483,82.0,0.0,0.0,0.00396655689586,17.0,0.0,9886.2687,0.757452901569,5.17064262552,13.4349150876,36693.8164494,136189.274825,73586.0,61429.0,14.0,3310.0,1912.0,428189.0,1912.0,1.1979
2011-04-22,92347.5909521,4.3937338,7967757.6,5981800.0,2.0,166461.0,2822968.0,3003385.0,3.22190660082,-11515.9475466,83.0,0.0,0.0,0.00455158432095,17.0,0.0,11527.128,0.794177890736,5.09598938992,6.38514046266,56032.20504,465318.835509,180531.0,135533.0,23.0,3723.0,2262.0,430451.0,2262.0,1.332
2011-04-23,92347.5909521,5.3103,9278974.7,5990300.0,2.0,246394.0,1751550.0,1952865.0,1.68238721998,-13158.2743453,86.0,0.0,0.0,0.00465102476232,17.0,0.0,13174.245,0.780406019799,6.27345,10.2656485509,76280.47402,136771.92901,128333.0,82849.0,22.0,3399.0,2100.0,432551.0,2100.0,1.549
2011-04-24,92347.5909521,7.36302226,11696490.0,5998200.0,2.0,2267263.0,4111406.0,4591453.0,1.93109550239,-15390.6421066,88.0,0.0,0.0,0.00646175312091,18.0,0.0,15418.65,0.725318536048,6.17734375,9.52550001137,83821.3818,164011.869885,161867.0,83009.0,17.0,4082.0,2496.0,435047.0,2496.0,1.95
2011-04-25,92347.5909521,7.87326592,10218927.6,6007600.0,2.0,1165841.0,1868139.0,1989477.0,2.91341797374,-15976.0075747,87.0,0.0,0.0,0.0056828082876,19.0,0.0,16001.307,0.863037245425,6.35981995231,20.9366408109,26232.861123,103284.593499,76427.0,44931.0,21.0,4110.0,2516.0,437563.0,2516.0,1.701
2011-04-26,92347.5909521,5.52887739,10409842.5,6017250.0,2.0,205492.0,1108012.0,1217124.0,3.15444340114,-16684.9350421,87.0,0.0,0.0,0.00511223788088,19.0,0.0,16703.15,0.885990363654,6.06725390483,15.1030943798,35059.82189,146695.907596,110594.0,63927.0,23.0,4431.0,2753.0,440316.0,2753.0,1.73
2011-04-27,92347.5909521,8.94869711,11752162.5,6026750.0,2.0,564154.0,2027052.0,2191095.0,1.78257356345,-18507.5500406,88.0,0.0,0.0,0.00966201581453,20.0,0.0,18540.6,0.872218492716,4.07485714286,17.6377014684,58970.43555,206468.006932,105119.0,53907.0,14.0,6329.0,4550.0,444866.0,4550.0,1.95
2011-04-28,92347.5909521,6.39308182,15991955.0,6034700.0,2.0,1748088.0,2826873.0,3069801.0,1.10967667001,-21050.5583332,91.0,0.0,0.0,0.00824212128261,21.0,0.0,21083.4,0.729909159694,5.82736318408,7.14855853499,265782.09185,232588.937357,294932.0,111295.0,15.0,5619.0,3618.0,448484.0,3618.0,2.65
2011-04-29,92347.5909521,7.01488483,16320960.0,6044800.0,2.0,1240371.0,26972653.0,27239019.0,5.2885294418,-27251.059811,92.0,0.0,0.0,0.00627500704019,22.0,0.0,27288.9,0.927305976467,7.85518134715,4.96121180408,104007.1833,771476.074942,550045.0,203720.0,15.0,5505.0,3474.0,451958.0,3474.0,2.7
2011-04-30,109670.133292,9.56621478,25124065.338,6054050.0,2.0,748930.0,2191762.0,3370468.0,3.43875491602,-38347.4305913,93.0,0.0,0.0,0.00852253888104,23.0,0.0,38424.47964,1.00857040081,9.55357524615,3.19528101023,349701.674749,400623.652481,1202538.0,289771.0,14.0,6324.0,4022.0,455980.0,4022.0,4.14996
2011-05-01,109670.133292,11.51184732,24801146.5,6063850.0,2.0,708014.0,2262831.0,2609081.0,1.67043946104,-40034.9165445,93.0,0.0,0.0,0.0089626604197,24.0,0.0,40126.99,1.06853945167,8.63317340792,12.2677460247,195812.79501,203700.347561,327093.0,79974.0,16.0,7135.0,4648.0,460628.0,4648.0,4.09
2011-05-02,109670.133292,6.64908916,21224261.25,6072750.0,2.0,924526.0,3249526.0,3371529.0,2.52532341852,-31082.2614334,92.0,0.0,0.0,0.00602785924847,25.0,0.0,31126.47,0.970408277539,12.3566772529,14.4290813533,85422.87474,131622.774993,215720.0,61723.0,17.0,4268.0,2519.0,463147.0,2519.0,3.495
2011-05-03,109670.133292,4.72487624,21230019.0,6083100.0,2.0,437250.0,3520520.0,3756035.0,7.13867245592,-36105.0101819,92.0,0.0,0.0,0.00576993232764,26.0,0.0,36135.46,1.12850850253,11.1701576507,11.2287339973,45080.14852,180504.064797,321812.0,92210.0,13.0,5240.0,3235.0,466382.0,3235.0,3.49
2011-05-04,109670.133292,5.73991629,21810792.0,6092400.0,2.0,91671.0,8979317.0,9534308.0,9.67129174606,-33273.4510997,92.0,0.0,0.0,0.0062840882168,27.0,0.0,33311.9,1.01402213271,11.2274688237,5.04778912954,68236.02436,305517.584687,659930.0,184338.0,14.0,5204.0,2967.0,469349.0,2967.0,3.58
2011-05-05,109670.133292,7.74210231,21363300.0,6103800.0,2.0,348569.0,1005144.0,1138735.0,5.31323727792,-39872.9026419,92.0,0.0,0.0,0.00570249557495,28.0,0.0,39924.5,1.24299487235,11.7459546926,14.9331123189,50318.7615,159916.092208,267356.0,76387.0,15.0,5773.0,3399.0,472748.0,3399.0,3.5
2011-05-06,109670.133292,9.48622833,22008277.25,6113750.0,2.0,641399.0,2351468.0,2579885.0,4.23144146181,-35783.8614753,92.0,0.0,0.0,0.00659835278688,29.0,0.0,35850.4082,1.08489464736,11.0342899969,10.1062465239,83833.168343,224152.476236,354735.0,98543.0,17.0,5690.0,3249.0,475997.0,3249.0,3.5998
2011-05-07,109670.133292,6.804853,22661390.0,6124700.0,2.0,495846.0,3305219.0,3440541.0,7.1256071237,-40489.8220439,93.0,0.0,0.0,0.00614081779027,30.0,0.0,40537.2,1.19392928529,10.4235536128,10.9689440528,51864.1247,299762.894262,369563.0,99882.0,16.0,6110.0,3889.0,479886.0,3889.0,3.7
2011-05-08,109670.133292,5.95522686,23926500.0,6135000.0,2.0,0.0,894726.0,2518873.0,4.24428664024,-40146.7746152,93.0,0.0,0.0,0.00492132520213,31.0,0.0,40189.5,1.12305677064,14.4722722362,12.970680346,73003.7451,338722.11121,309849.0,79448.0,21.0,4744.0,2777.0,482663.0,2777.0,3.9
2011-05-09,109670.133292,11.69832794,24202510.65,6147450.0,2.0,118538.0,1844171.0,2246657.0,5.36288342149,-48969.5936829,93.0,0.0,0.0,0.00585858218641,32.0,0.0,49058.957,1.35748124218,13.7806058989,17.1630923285,53299.65718,380676.632751,285840.0,72603.0,17.0,6323.0,3560.0,486223.0,3560.0,3.937
2011-05-10,157416.401844,7.41932207,32018740.0,6157450.0,2.0,397588.0,2260151.0,2824118.0,2.37512869616,-51961.4195252,92.0,0.0,0.0,0.00654845237732,33.0,0.0,52036.4,1.56504235595,16.535239911,9.56761677161,228989.8988,566091.449654,543880.0,104592.0,17.0,5425.0,3147.0,489370.0,3147.0,5.2
2011-05-11,157416.401844,9.66501217,37401642.0,6166800.0,2.0,2068653.0,5557462.0,5846208.0,1.99976375832,-56649.1317012,93.0,0.0,0.0,0.00774257068328,34.0,0.0,56762.335,1.46331460282,17.3479018949,8.19216776294,346483.630765,185354.499218,692885.0,114243.0,18.0,5921.0,3272.0,492642.0,3272.0,6.065
2011-05-12,157416.401844,5.60952486,36741126.5,6175000.0,2.0,1349329.0,11420378.0,11597997.0,3.5463505252,-48756.4594393,93.0,0.0,0.0,0.00656661173192,35.0,0.0,48819.5859,1.28333473188,18.5203284901,8.06991274634,170586.081299,212128.262276,604958.0,101674.0,16.0,4914.0,2636.0,495278.0,2636.0,5.94998
2011-05-13,157416.401844,11.3227713,52263672.5,6185050.0,2.0,2349431.0,6089944.0,7054448.0,5.05809765162,-84826.8225825,95.0,0.0,0.0,0.00958334510006,36.0,0.0,85015.45,1.57286756773,19.30414396,3.10505843653,541303.54395,467029.438563,2737966.0,324020.0,17.0,7624.0,4404.0,499682.0,4404.0,8.45
2011-05-14,157416.401844,13.88461025,55157305.0,6197450.0,2.0,311582.0,2417619.0,2872402.0,18.1514850813,-110236.426969,95.0,0.0,0.0,0.00699234393335,37.0,0.0,110475.7,1.94065252138,25.4025523109,1.89175825367,321728.0758,1691796.39885,5839842.0,656162.0,28.0,7463.0,4349.0,504031.0,4349.0,8.9
2011-05-15,157416.401844,14.44747033,53085667.5,6208850.0,2.0,23345.0,2896325.0,4897291.0,5.99747023556,-97346.4741287,95.0,0.0,0.0,0.00767612457275,38.0,0.0,97589.7,1.78414828579,24.4585714286,4.19432147788,387948.58065,442071.429751,2326710.0,272130.0,21.0,7124.0,3990.0,508021.0,3990.0,8.55
2011-05-16,157416.401844,15.61282785,52870425.0,6220050.0,2.0,127761.0,1960132.0,2189938.0,1.47448752657,-95067.2909633,95.0,0.0,0.0,0.00806598152433,39.0,0.0,95327.5,1.75284743867,22.9152644231,17.989838475,359376.634,207534.754338,529896.0,62341.0,22.0,9243.0,4160.0,512181.0,4160.0,8.5
2011-05-17,157416.401844,13.29486724,52289118.7805,6233050.0,2.0,79218.0,13608616.0,14095084.0,4.0567355177,-108945.599226,95.0,0.0,0.0,0.00691880813012,40.0,0.0,109166.18713,2.03455506274,25.0668627164,9.41569596978,285797.89164,297603.682606,1159406.0,138205.0,21.0,9093.0,4355.0,516536.0,4355.0,8.38901
2011-05-18,157416.401844,16.69735463,49190452.8,6247200.0,2.0,0.0,2109020.0,2324178.0,3.0407656336,-111285.62503,95.0,0.0,0.0,0.00726272192102,42.0,0.0,111543.084,2.21453493368,22.322010006,17.6436291233,207908.277096,187535.907398,632200.0,80290.0,20.0,9918.0,4997.0,521533.0,4997.0,7.874
2011-05-19,244112.487774,18.61140679,45920875.0,6256250.0,2.0,3508809.0,4577707.0,4789626.0,2.27148298638,-66290.3922742,92.0,0.0,0.0,0.0113204091952,44.0,0.0,66559.12,2.19641646329,12.9719586825,16.294872663,179823.77568,166850.211331,408467.0,55649.0,18.0,11265.0,5131.0,526664.0,5131.0,7.34
2011-05-20,244112.487774,16.95989301,44498895.0,6267450.0,2.0,333256.0,2480312.0,2916753.0,2.49686707357,-79399.5847596,92.0,0.0,0.0,0.00864122595106,45.0,0.0,79633.6,2.71821705954,16.5799708516,18.2399189023,174854.9873,319316.988296,436590.0,61492.0,21.0,9419.0,4803.0,531467.0,4803.0,7.1
2011-05-21,244112.487774,19.00720349,41458061.16,6278100.0,2.0,80400.0,2126424.0,4656426.0,8.1339351952,-70202.824031,91.0,0.0,0.0,0.00889777689473,46.0,0.0,70453.8084,2.58473318608,14.6109100788,2.49187413703,347598.31572,694878.546352,2827342.0,428152.0,21.0,9193.0,4822.0,536289.0,4822.0,6.6036
2011-05-22,244112.487774,21.16861654,41582188.0,6290800.0,2.0,48305.0,837826.0,1228059.0,11.1988731604,-83807.0754447,91.0,0.0,0.0,0.00796825679268,48.0,0.0,84085.81,3.08226398715,15.4370864696,5.0979540238,147282.94918,902283.639187,1649403.0,249531.0,27.0,9823.0,5447.0,541736.0,5447.0,6.61
2011-05-23,244112.487774,19.12275662,46969642.5,6304650.0,2.0,61345.0,1075631.0,1350381.0,2.27593603983,-103040.035463,92.0,0.0,0.0,0.0080986367236,50.0,0.0,103324.05,3.36136663166,17.8916103896,15.7351932384,288515.59125,462051.835845,656643.0,88140.0,32.0,10157.0,5775.0,547511.0,5775.0,7.45
2011-05-24,244112.487774,19.09579145,45499680.0,6319400.0,2.0,273304.0,1031584.0,1195519.0,4.09236474757,-106062.510302,92.0,0.0,0.0,0.00693417888577,52.0,0.0,106336.8,3.57979478823,19.1184466019,25.8555295559,100497.6288,332288.155206,411273.0,57121.0,27.0,10691.0,5562.0,553073.0,5562.0,7.2
2011-05-25,244112.487774,21.39997947,47568340.0,6334000.0,2.0,1519170.0,4008110.0,4136891.0,2.29852748814,-109485.286154,92.0,0.0,0.0,0.00834298787052,54.0,0.0,109803.71,3.54339009547,17.7906205444,19.3754540644,246555.91348,407506.825814,566716.0,75461.0,31.0,12928.0,6172.0,559245.0,6172.0,7.51
2011-05-26,244112.487774,20.2567875,59244567.0,6349900.0,2.0,105332.0,2830113.0,3133931.0,1.25829219495,-148158.004173,93.0,0.0,0.0,0.00866175597569,56.0,0.0,148533.6,3.85889743274,21.7855089469,17.9232283429,658607.94684,434392.782457,828721.0,88823.0,41.0,12180.0,6818.0,566063.0,6818.0,9.33
2011-05-27,434877.045528,16.43284651,56729416.0,6359800.0,2.0,756169.0,1544496.0,3026199.0,18.4454221464,-88161.4190091,88.0,0.0,0.0,0.0103888318996,58.0,0.0,88450.72,4.28033532741,16.1083081406,2.84288284261,168676.20096,596236.987628,3111304.0,348801.0,34.0,9863.0,5491.0,571554.0,5491.0,8.92
2011-05-28,434877.045528,13.1819608,55620549.25,6367550.0,2.0,973092.0,1489239.0,1595206.0,3.55455523195,-67581.1055724,88.0,0.0,0.0,0.012054898662,59.0,0.0,67809.805,3.35076755428,13.4170567867,16.2600074631,117323.899185,235608.589121,417034.0,47743.0,37.0,9834.0,5054.0,576608.0,5054.0,8.735
2011-05-29,434877.045528,14.43394585,54192599.04,6376200.0,2.0,17993.0,458766.0,697189.0,7.21230359083,-73395.4030074,88.0,0.0,0.0,0.0106465223897,60.0,0.0,73637.0688,3.73988894768,15.5845648254,13.9850515577,73005.9777024,262939.8117,526541.0,61952.0,41.0,9270.0,4725.0,581333.0,4725.0,8.4992
2011-05-30,434877.045528,15.95794968,57454650.0,6383850.0,2.0,248353.0,2398340.0,2520990.0,3.63419499446,-68706.3784529,88.0,0.0,0.0,0.0121403114468,61.0,0.0,68985.0,3.3075318439,14.2678386763,15.7794708869,120296.781,262665.656009,437182.0,48576.0,40.0,10010.0,4835.0,586168.0,4835.0,9.0
2011-05-31,434877.045528,20.95768475,60716546.73,6391350.0,2.0,112943.0,2166966.0,2462533.0,1.9208746557,-71049.4061864,89.0,0.0,0.0,0.0167840067546,63.0,0.0,71438.496,3.24267827834,11.5167654361,11.2169291064,331557.839688,295010.674977,636881.0,67042.0,39.0,12252.0,6203.0,592371.0,6203.0,9.4998
2011-06-01,434877.045528,21.6219555,60104747.75,6400250.0,2.0,458522.0,1021578.0,1280720.0,1.49333160632,-83376.8482159,89.0,0.0,0.0,0.0132767591584,65.0,0.0,83777.111,3.84797822363,13.8041046301,14.1747755599,395779.168538,259862.311249,591030.0,62936.0,39.0,11219.0,6069.0,598440.0,6069.0,9.391
