Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
2012/4/30,1508589.672,4.96371671,44490250,8898050,5798,45,272.886621,0.022571428,904,8.9,42270,12.67371549,4.663503972,7.401702216,228062.8852,1191280.939,571085,114217,87,14525,5775,2954295,9064,5
2012/5/1,1508589.672,6.49137637,44535000,8907000,5798,0,0,0.024353976,908,11.63333333,44780,13.42363949,4.446871897,5.8471467,190453.7852,995623.201,765844,153169,72,15610,6009,2964365,10070,5
2012/5/2,1508589.672,6.68304753,46168339.83,8914700,5816,29,275.9548489,0.027498351,912,12.15,39908.6034,11.5488295,4.257826032,4.988026772,510833.5832,1093624.152,800088,154490,95,14824,5960,2973738,9373,5.1789
2012/5/3,1508589.672,8.49677544,46256832,8923000,5897,241,1957.678521,0.03169478,917,8.916666667,43068.672,12.44873829,3.506364243,4.725572907,205678.0834,1118696.164,911396,175809,92,17151,6624,2986021,12283,5.184
2012/5/4,1508589.672,10.52965254,45993362.5,8930750,5993,486,3865.182616,0.039806434,923,9.083333333,39964,11.6238219,2.779910963,5.436659012,170522.1556,1168190.544,735084,142735,115,17877,7340,3000397,14376,5.15
2012/5/5,1508589.672,9.92443083,46029063.23,8938550,6053,424,3681.508824,0.036344369,928,9.583333333,40212.4455,11.6988143,2.958973179,5.3495709,164735.2775,1089067.706,751695,145974,88,16679,5582,3013987,13590,5.1495
2012/5/6,1508589.672,8.47898308,45621517.85,8947150,6127,272,7856.111296,0.034048402,933,9.816666667,43892.192,12.89869269,3.535131443,4.398319625,88451.06782,942031.3411,997931,195711,115,15598,5374,3026403,12416,5.099
2012/5/7,1508589.672,10.57768272,45626604.79,8955700,6220,388,8432.270966,0.040595412,939,9.55,43610.632,12.82370029,2.678292207,4.872302554,211685.0672,1360550.692,895072,175687,160,19235,6812,3042686,16283,5.0947
2012/5/8,1508589.672,12.78385726,45721500,8965000,6309,599,17339.63854,0.038806172,946,7.566666667,47491.2,13.94858628,2.764974383,5.416776234,354303.6779,4235212.547,876743,171910,106,19674,6998,3059862,17176,5.1
2012/5/9,1733207.514,14.96129097,45728234.79,8973200,6392,693,8126.858798,0.049923309,954,9.5,41859.28326,14.12994691,2.21888594,3.675593948,201085.7501,2567050.111,1138844,223474,195,20332,6874,3078727,18865,5.09609
2012/5/10,1733207.514,9.90617607,46024550,8980400,6476,277,11378.77889,0.039375027,959,9.958333333,36946.125,12.40678265,2.903884697,3.076562623,197645.3574,1264003.508,1200890,234320,158,17330,6232,3091450,12723,5.125
2012/5/11,1733207.514,10.00517341,45219241.21,8986550,6552,286,9943.110568,0.049375464,965,15.18333333,30996.3808,10.59746018,2.183458777,2.721696026,419431.8836,1126846.07,1138863,226329,175,17977,6418,3105646,14196,5.03188
2012/5/12,1733207.514,12.89572253,44967000,8993400,6612,212,3654.040736,0.066532518,974,9.033333333,34310,11.80367516,1.555656314,3.953173168,163632.6292,3086157.901,867910,173582,126,21047,5599,3127701,22055,5
2012/5/13,1733207.514,10.1650517,44989920,9000000,6683,276,7404.510967,0.044578003,979,9.833333333,33042.5968,11.37288409,2.346108833,4.643092596,93828.23455,2235581.966,711651,142362,151,16837,5044,3141785,14084,4.99888
2012/5/14,1733207.514,28.27673306,45360007.4,9007150,6754,374,5328.985831,0.081223741,990,12.61666667,36148.408,12.32062444,1.290553659,5.115536863,216470.6714,2062283.748,706640,140318,261,26853,7296,3169795,28010,5.036
2012/5/15,1733207.514,19.59848847,45879733,9013700,6827,315,6724.522023,0.069049216,999,12.21666667,33436.21,11.28672588,1.606197339,2.917006055,208556.2162,2979362.456,1146251,225197,234,22051,6782,3190612,20817,5.09
2012/5/16,1733207.514,13.98413588,45908056.61,9019300,6912,245,5607.098537,0.077967806,1007,14.35,28570.05774,9.649719838,1.45195191,2.988651914,282259.9538,3967466.929,955951,187810,220,20909,6147,3210289,19677,5.08998
2012/5/17,1733207.514,10.10983418,46339889.4,9025200,6984,293,9256.452958,0.057575105,1013,12.03333333,30344.895,10.16666911,2.037664182,3.67817313,249436.7234,3303219.435,824999,160678,216,17048,5647,3225181,14892,5.1345
2012/5/18,1733207.514,15.75663471,46336212,9032400,7067,307,4570.075773,0.064570844,1022,10.03333333,37012.95,12.40678265,1.701119129,2.815208807,270743.793,2258449.065,1314750,256286,221,20911,6235,3246939,21758,5.13
2012/5/19,1733207.514,33.30233593,46490363.53,9039700,7122,257,3070.397947,0.110715004,1038,11.28333333,37712.95903,12.57909907,0.989010779,4.929849911,148239.4809,1338498.238,764992,148747,192,28460,5229,3285071,38132,5.14291
2012/5/20,1733207.514,22.03784271,46591020,9046800,7202,423,1767.938154,0.096315639,1051,11.81666667,36678.3,12.23446622,1.100525084,4.808925953,91465.90034,1038377.366,762713,148100,250,25560,5209,3318399,33328,5.15
2012/5/21,1733207.514,18.00690588,46602376.5,9053400,7296,470,4061.725815,0.093563513,1063,11.31666667,34066.155,11.37288409,1.169332201,3.117965335,117273.3239,3722513.265,1092576,212254,177,23727,5527,3347532,29133,5.1475
2012/5/22,1733207.514,14.48193745,46383360,9059250,7370,545,5808.522066,0.090983407,1073,15.3,30023.68,10.0805109,1.185628875,2.141519949,222442.3503,4585990.256,1401980,273824,135,22830,6701,3372855,25323,5.12
2012/5/23,1733207.514,16.09408162,46776948,9065300,7409,458,7188.996865,0.093307369,1084,16.5,31300.56,10.42514375,1.168629032,2.881948006,311516.2377,2395544.217,1086090,210483,235,23849,6460,3399639,26784,5.16
2012/5/24,1733207.514,20.59204355,47468594.42,9072050,7489,449,8373.323409,0.081063659,1094,14.8,35423.348,11.63135873,1.361389239,4.437378975,173979.9983,1187257.425,798294,152568,229,22814,5904,3425659,26020,5.2324
2012/5/25,1591074.962,19.10534085,46750927.5,9077850,7571,369,7239.323393,0.10621514,1106,14.68333333,29967.85,9.174760781,1.033124763,3.604617765,103589.3168,1416401.316,831374,161432,214,24436,6180,3454666,29007,5.15
2012/5/26,1591074.962,16.87447099,46776605.4,9084600,7644,335,7199.590649,0.072215539,1115,12.96666667,34838.134,10.67752332,1.452678425,4.716057338,108596.3918,5219577.842,738713,143467,143,21295,5509,3478648,23982,5.149
2012/5/27,1591074.962,15.29363421,46809734.4,9092800,7697,364,6123.995207,0.058229824,1124,9.45,42290.82,12.97121352,1.90062559,6.169158223,95369.82272,2082024.364,685520,133162,163,19795,4970,3500899,22251,5.148
2012/5/28,1591074.962,20.21974674,46954452,9099700,7774,589,7512.460255,0.096930013,1137,11.25,35707.2,10.91480162,1.097804833,4.629389934,121688.8806,2433082.741,771315,149480,119,24424,5358,3533425,32526,5.16
2012/5/29,1591074.962,18.96538173,46979431.79,9106500,7857,568,6477.601238,0.098340855,1150,12.41666667,35173.31202,10.75661609,1.12879692,3.401594165,314474.6789,3153174.673,1034024,200435,168,26445,7487,3564585,31160,5.15889
2012/5/30,1591074.962,16.86572549,47134406.25,9112500,7969,738,5978.008127,0.09250296,1161,15.36666667,31117.76,9.491131843,1.208785301,3.029203486,184107.1481,1873294.866,1027259,198600,297,23184,6679,3590328,25743,5.1725
2012/5/31,1591074.962,13.60278435,47331762,9119800,8039,608,5864.639505,0.060937463,1169,10.71666667,37954.47,11.54754374,1.811582741,3.464906163,199788.7369,4812129.309,1095397,211059,333,21952,7082,3611279,20951,5.19
2012/6/1,1591074.962,15.68116299,48101134.5,9127350,8121,629,9557.410684,0.071543858,1179,9.816666667,39867.55,11.94300757,1.613221786,1.219814009,248544.5508,3223156.245,3268330,620177,108,23238,6637,3635992,24713,5.27
2012/6/2,1591074.962,9.96264787,48224456.85,9135150,8178,675,8362.209443,0.049525395,1186,10.93333333,41223.711,12.3384714,2.219909047,4.16641932,115503.9089,2387134.36,989428,187427,242,18762,5625,3654562,18570,5.279
2012/6/3,1591074.962,15.02353311,48135049.61,9143050,8266,704,4655.882636,0.069434673,1196,11.21666667,41669.7839,12.49665693,1.563359492,6.96827338,65399.83094,1609492.547,597993,113586,182,22565,5991,3681216,26654,5.26466
2012/6/4,1591074.962,28.12443169,48301442.1,9150600,8346,524,5561.304465,0.122834654,1214,14.775,40000.473,11.94300757,0.889215566,3.601687153,206747.0341,3521172.509,1110604,210401,188,32189,6048,3726200,44984,5.2785
2012/6/5,1591074.962,29.98382458,50365700,9157400,8431,522,6779.110526,0.140541343,1233,16.35,37559.5,10.75661609,0.828798711,2.843717461,512115.5095,5317556.456,1320789,240143,231,34449,7516,3771518,45318,5.5
2012/6/6,1591074.962,13.28754541,50137199.5,9165850,8497,233,11239.41088,0.046134441,1240,8.466666667,46292.61,13.36667734,2.533111354,4.347082224,152083.6535,2751676.412,1064912,194682,229,20500,6916,3789793,18275,5.47
2012/6/7,1591074.962,20.49586485,50712817.35,9172150,8574,743,8898.63229,0.102146398,1252,17.575,34943.28,9.965688435,1.143170085,2.844682385,290691.9252,4158245.014,1228372,222169,148,26044,7171,3820360,30567,5.529
2012/6/8,1591074.962,16.81802928,51956253,9179550,8666,267,6266.890693,0.076238316,1263,14.81666667,41974.56,11.70572927,1.556111811,3.021707558,318157.8107,6042248.698,1389101,245424,321,23625,7227,3847334,26974,5.66
2012/6/9,1583177.847,22.52987299,52370938.12,9187900,8773,615,6934.769924,0.081640489,1276,10.26666667,47720.31628,13.14293301,1.513825343,3.628635234,164232.1965,1867311.942,1315104,230720,390,24654,6554,3878857,31523,5.69999
2012/6/10,1583177.847,24.41006786,51683768,9196400,8862,473,10298.50639,0.092793162,1291,10.81666667,47904.88,13.3790336,1.218085842,5.633036777,195814.1463,1644528.245,850427,151322,361,26535,6338,3918185,39328,5.62
2012/6/11,1583177.847,20.67463329,51040876.35,9204100,8946,460,10831.31586,0.093770374,1305,11.46666667,42810.874,12.11983044,1.213632147,4.383238738,208158.7307,4066159.985,976695,176125,308,27456,6356,3953460,35275,5.54545
2012/6/12,1583177.847,12.59682379,52503270,9211100,9046,254,25435.73268,0.069298492,1314,12.3,39968.4,11.01802767,1.921927294,3.424645234,432563.4298,2787261.324,1167081,204751,247,18916,7020,3974256,20796,5.7
2012/6/13,1583177.847,35.1762952,54946432,9219200,9160,315,8646.493756,0.131288411,1335,28.95,48484.6,12.74943202,0.931679477,3.0753,354203.3934,1760143.067,1576581,264527,248,35054,7098,4026296,52040,5.96
2012/6/14,1583177.847,35.89565212,54897675,9226500,9257,498,8965.787114,0.167155919,1359,47.73333333,43643.25,11.49022886,0.765711353,4.064235651,229663.6225,5229504.533,1073837,180477,209,37395,7606,4083293,56997,5.95
2012/6/15,1583177.847,35.61308945,56930384.25,9234450,9370,643,9490.210341,0.152589468,1383,20.18333333,49227.525,12.51333143,0.857517811,3.937789237,312361.6534,3656680.349,1250131,202779,246,39031,8641,4140700,57407,6.165
2012/6/16,1583177.847,30.02680517,60990927.55,9242450,9464,564,19201.50258,0.132879221,1404,23.78333333,52989.97,12.59203163,1.074563908,2.983137789,649100.0952,4351600.724,1776317,269180,217,34580,9429,4190013,49313,6.599
2012/6/17,1583177.847,24.4001962,60406325.49,9250600,9541,333,2491.064608,0.100270359,1420,12.55,53376.13826,12.82813222,1.324798666,5.084230117,162965.593,1159009.953,1049837,160772,181,30521,10008,4230303,40290,6.52999
2012/6/18,1583177.847,26.16138093,59872544.46,9258450,9665,329,6435.280972,0.105562836,1436,14.68333333,50932.5168,12.35593103,1.305025028,4.03336183,419938.0251,2575358.106,1262781,195271,133,31363,9884,4269331,39028,6.4668
2012/6/19,1583177.847,26.94018882,60544348.1,9267550,9748,404,20772.10813,0.091424208,1452,12.93333333,59619.61044,14.32343598,1.56449067,4.213160438,307427.0329,2217216.37,1415080,216607,156,30103,8462,4307439,38108,6.53294
2012/6/20,1726566.559,21.58001528,61674334.76,9274350,9868,470,22249.88021,0.112861353,1467,21.29166667,45359.58179,11.67262013,1.355028582,2.671389404,344185.598,1737453.295,1697977,255335,169,25912,8463,4340914,33475,6.64999
2012/6/21,1726566.559,26.27883814,63107060,9280450,9963,476,9444.992902,0.095718736,1478,14.36666667,41656.8,10.47102688,1.5718954,3.22876054,406421.8574,1186755.333,1290179,189732,219,22814,8018,4367415,26501,6.8
2012/6/22,1726566.559,29.83422135,63151470.75,9287500,10072,542,15016.27527,0.082553776,1489,15.36666667,48134.50998,12.10176058,1.883933854,2.871333154,399950.8889,1584455.898,1676382,246541,189,23645,8403,4392965,25550,6.79962
2012/6/23,1726566.559,15.19853598,61821503.27,9295600,10172,695,7745.100845,0.060803825,1498,10.63333333,53969.7813,13.90415045,2.491794695,5.11503888,159049.3713,3282570.077,1055120,158650,202,22670,8191,4414624,21659,6.65062
2012/6/24,1726566.559,16.06404355,61318087.9,9302600,10250,841,16491.29587,0.068107476,1507,13.71666667,46245.964,12.01593249,2.113618099,2.633392355,210829.487,2180761.314,1756136,266424,159,21800,7179,4436504,21880,6.5915
2012/6/25,1726566.559,14.82897323,60051019.4,9310250,10358,1214,12751.60582,0.072845235,1518,13.88333333,49432.72336,13.13169765,1.902356104,4.129631172,359578.5932,1843260.419,1197025,185586,166,25287,9685,4462489,25985,6.44999
2012/6/26,1726566.559,19.65510869,60111887.21,9317650,10473,1131,6935.548963,0.091560409,1531,17.48333333,47862.9366,12.7025572,1.470579058,2.479114147,353169.2342,1782749.753,1930647,299260,136,30371,13495,4495036,32547,6.4514
2012/6/27,1726566.559,17.42605631,61135420.41,9325750,10600,936,7745.529492,0.078381215,1543,11.51666667,53211.39935,13.90415045,1.736891218,3.360253592,228544.0393,1327378.717,1583553,241559,156,29665,14690,4525672,30636,6.55555
2012/6/28,1726566.559,16.85485099,62238162.53,9332500,10725,907,7567.598838,0.085541082,1554,14.16666667,45122.25102,11.58679204,1.651922058,2.916587596,333193.5698,3571435.206,1547091,231983,158,27355,12121,4552987,27315,6.66897
2012/6/29,1726566.559,11.58999775,62219749,9339500,10826,1040,10474.32488,0.064014523,1562,13.61666667,46707.282,12.01593249,2.090840324,4.735055878,180993.1373,2843499.263,986415,148066,138,25246,12605,4575326,22339,6.662
2012/6/30,1726566.559,14.1692415,62556793.8,9346600,10910,995,14349.03965,0.067013317,1571,14.08333333,47614.002,12.18758867,2.016858777,4.96562229,155703.3111,1659773.182,958873,143265,160,27258,13953,4598934,23608,6.693
2012/7/1,1726566.559,10.02531446,62612329,9353500,11015,525,4260.906759,0.056877993,1578,16.99166667,46255.54,11.84427631,2.455959435,6.909322836,156167.1319,1287322.111,669466,100010,143,23260,11476,4617768,18834,6.694
2012/7/2,1726566.559,13.30033059,63190462.5,9361550,11098,513,7982.556957,0.059044334,1587,10.51666667,54425.25,13.81832236,2.15357906,5.566735108,164969.8041,1167866.969,977687,144843,153,30158,15888,4643040,25272,6.75
2012/7/3,1726566.559,17.70742136,63379932,9368800,11216,622,14759.80066,0.064762201,1596,13.18333333,49161.255,12.44507293,2.142476031,2.596006206,477182.2442,1227878.767,1893726,279930,140,26804,12608,4665986,22946,6.765
2012/7/4,1751454.535,12.04784878,61417712.5,9376750,11347,812,11346.16173,0.058327765,1605,13.33333333,52151.1,13.84337907,2.371366861,3.462641331,250947.4187,2384064.436,1506107,229940,153,24790,11814,4687978,21992,6.55
2012/7/5,1751454.535,13.38649042,63526972,9383600,11454,1095,6135.855753,0.068849779,1614,13.56666667,46462.51,11.92794298,2.107621229,3.764384576,270718.7219,1819963.939,1234266,182314,221,22083,9812,4710023,22045,6.77
2012/7/6,1751454.535,12.41769967,63245279.21,9391250,11572,1395,8266.920362,0.060746679,1623,11.65,51599.66238,13.32098741,2.349497422,3.894087881,242774.8014,1621179.083,1325077,196760,220,22262,9044,4731985,21962,6.73449
2012/7/7,1751454.535,45.39267827,63448312.5,9399750,11698,2008,22229.98439,0.060612746,1633,12.2,57678.75,14.80109712,2.207461059,5.300868021,198336.5653,4379832.144,1088100,161200,175,26033,14531,4758114,26129,6.75
2012/7/8,1751454.535,12.394001,64629181.5,9407450,11806,627,6721.097667,0.058443367,1642,11.15,52981.44,13.40805269,2.441878601,6.000550199,291591.9846,623122.9494,882943,128522,145,22403,9436,4779811,21697,6.87
2012/7/9,1751454.535,15.91462354,64930667.2,9415700,11955,889,10971.68171,0.064307363,1652,11.61666667,56995.44,14.36577074,2.253407662,4.434825365,227316.5827,1893125.877,1285179,186366,170,24678,11769,4805104,25293,6.896
2012/7/10,1751454.535,22.70876035,68214906.75,9423250,12108,1624,15473.545,0.092244666,1665,18.16666667,54813.708,13.14685686,1.639067879,3.125460516,588869.6411,2373200.403,1753780,242268,173,30219,14253,4838546,33442,7.239
2012/7/11,1751454.535,17.78720701,68434235.7,9430100,12257,1977,9878.376795,0.091071136,1677,13.65,49833.819,11.92794298,1.652041074,3.313087159,375530.2233,1249365.534,1504151,207269,206,27370,12621,4868711,30165,7.257
2012/7/12,1751454.535,16.10499023,69083598,9437650,12415,1244,51901.67565,0.075102901,1688,15.7,55383.12,13.14685686,2.090481259,3.129037289,251974.9943,1310703.542,1769973,241800,196,27972,14729,4895204,26493,7.32
2012/7/13,1751454.535,12.71610684,74621030,9445700,12591,1923,256761.5918,0.06243791,1698,12.11666667,63689.8,14.01750963,2.717025724,2.540497627,748966.0561,2448766.95,2506981,317339,203,24266,12350,4918645,23441,7.9
2012/7/14,1751454.535,16.39495791,72684419.57,9453150,12748,1635,62252.35976,0.073919373,1709,17.26666667,57405.40206,12.9727263,2.258543576,2.456531773,174250.0853,2369172.76,2336848,303924,217,24426,12889,4944062,25417,7.68891
2012/7/15,1751454.535,16.82730601,72361953.46,9460600,12878,2332,35867.22828,0.070868927,1719,15.19166667,57105.71682,12.9727263,2.206046389,5.055993278,145251.8243,1672124.099,1129466,147666,254,24339,11599,4969948,25886,7.64877
2012/7/16,1751454.535,21.32899927,78488773.2,9468000,13024,1288,41730.13428,0.088966892,1732,12.88333333,61519.3479,12.88566103,2.013001796,3.702633339,608643.1242,1695175.106,1661503,200425,250,28370,12849,5000509,30561,8.2899
2012/7/17,1866391.305,20.25827138,89935306.5,9476850,13203,1532,57123.69506,0.083062307,1746,13.3,84176.3,16.42185026,2.42631943,2.155311642,2217552.053,2666970.477,3905528,411541,215,33380,15490,5035202,34693,9.49
2012/7/18,1866391.305,25.25477096,89143780.76,9484400,13403,2072,28866.17419,0.088648828,1759,14.7,71197.34925,14.00960107,2.316641696,2.580605568,1061472.884,1740583.536,2758940,293536,239,27537,12195,5065935,30733,9.39899
2012/7/19,1866391.305,20.39232492,88033272.01,9491550,13586,1987,24568.29693,0.098791236,1773,12.68333333,66501.1047,13.26737055,2.139881736,3.886694469,433033.3044,1295478.216,1710994,184476,185,28008,11908,5097012,31077,9.27491
2012/7/20,1866391.305,30.14867241,87704874.68,9498500,13780,2994,30433.86928,0.109722913,1788,16.68333333,64450.179,12.89625529,1.821501258,2.805402318,1453495.009,1421994.546,2297360,248806,189,28822,14058,5132395,35383,9.23355
2012/7/21,1866391.305,28.9098919,92208200,9506000,13949,2445,19870.06628,0.103340454,1803,15.25,73021.6,13.91682225,1.942167137,3.29790202,1350688.654,2234606.509,2214183,228266,172,31248,15535,5169993,37598,9.7
2012/7/22,1866391.305,15.35397674,85616550,9512950,14063,2117,23918.61328,0.083573101,1814,11.88333333,62685,12.89625529,2.091242702,5.022185646,300378.076,2017199.616,1248162,138685,157,28132,14143,5199968,29975,9
2012/7/23,1866391.305,23.16193893,87588140,9520450,14183,1418,24711.48534,0.095194047,1828,10.68333333,69211.6,13.91682225,1.927846021,3.768004504,1236244.412,1883207.373,1836824,199655,195,35299,16667,5235869,35901,9.2
2012/7/24,1866391.305,17.55491401,85375360,9528500,14337,986,18163.90813,0.078380555,1840,13.28333333,72280.32,14.93738922,2.413769244,3.560012497,398218.9395,2038593.744,2030339,226600,226,29817,13623,5265814,29945,8.96
2012/7/25,1866391.305,15.29289555,83632283.28,9536200,14475,1280,13850.99921,0.075496934,1851,11.45,67660.3957,14.28793751,2.3229442,3.965456622,350256.9335,1181372.189,1706245,194555,206,26521,12535,5294941,29127,8.76998
2012/7/26,1866391.305,18.68667012,84951390,9545100,14609,2667,51909.69164,0.070544211,1863,13.06666667,79370.2,16.51462907,2.589397103,3.71080845,593481.5361,1759046.67,2138892,240325,271,25872,11699,5325593,30652,8.9
2012/7/27,1866391.305,15.17561226,85503825,9553500,14724,2387,15708.43568,0.062933201,1873,10.98333333,75314.25,15.58684092,2.849574347,5.066312851,237103.6034,2542177.227,1486569,166097,242,25871,11425,5352023,26430,8.95
2012/7/28,1866391.305,20.70498525,85388660,9562000,14828,2764,11992.48048,0.075865364,1885,11.6,76083.6,15.77239855,2.292572393,6.189265172,194334.796,1721419.873,1229283,137658,210,31154,13889,5385210,33187,8.93
2012/7/29,1866391.305,17.74577763,85061063.25,9569250,14927,4097,34128.52739,0.09090392,1898,14.9,64596.363,13.45292818,1.970122087,5.558476978,90202.60014,1270281.866,1162123,130737,169,26862,11567,5417998,32788,8.889
2012/7/30,2036671.089,21.59461114,87643275,9578500,15050,3944,44856.50133,0.088097139,1914,12.46666667,84829.65,18.73004176,2.220438959,5.956661549,405296.1211,948209.3546,1424114,155641,187,30168,12850,5456202,38204,9.15
2012/7/31,2036671.089,19.84360187,90483816,9585150,15197,2731,46889.62597,0.110396794,1928,21.79166667,62955.36,13.46538137,1.740877693,2.195071109,695638.6957,2129740.04,2868033,303817,220,37314,17125,5492365,36163,9.44
2012/8/1,2036671.089,20.21423246,91509588,9592200,15340,2420,28110.58129,0.10622429,1942,16.28333333,67447.8,14.27532912,1.974293827,2.595613536,550479.3244,2785336.89,2598530,272383,255,38959,19278,5526528,34163,9.54
2012/8/2,2036671.089,19.86616974,94079020,9599900,15459,1795,40529.66871,0.081192877,1954,12.85,75646.2,15.59149422,2.329367206,2.865053388,528962.9196,1964547.298,2640307,269419,192,32741,15951,5559003,32475,9.8
2012/8/3,2036671.089,17.9249095,106835545.7,9608550,15603,2676,31089.2763,0.072249837,1966,10.21666667,96366.6396,17.51512013,3.282689726,3.254394723,1553677.205,1674221.833,2961123,266317,228,29197,14362,5588359,29356,11.1188
2012/8/4,2036671.089,24.23379789,108661365,9616050,15728,3463,30665.65298,0.079144834,1977,13.91666667,85021.2,15.18652034,3.018575588,4.462537991,614373.1204,1149479.488,1905221,168604,208,28179,14934,5616525,28166,11.3
2012/8/5,2036671.089,24.52949124,107654894.8,9623300,15852,4077,30217.60471,0.087990287,1989,13.11666667,81373.5106,14.680303,2.54268383,5.095435159,575889.6032,2028384.346,1596988,142755,166,28698,14297,5648528,32003,11.1869
2012/8/6,2036671.089,22.199207,108737437.5,9630350,16003,2653,26521.53054,0.098941248,2002,19.775,79850.80064,14.27532912,2.220545068,3.954562834,709410.2025,1875108.811,2019207,178831,189,33954,16076,5684488,35960,11.29112
2012/8/7,2036671.089,20.92753532,106401312,9637800,16174,1484,17407.89857,0.072908433,2012,12.63333333,82468.8,15.08527688,2.879899427,3.901102895,470601.0861,1940221.755,2113987,191484,199,32197,15315,5713124,28636,11.04
2012/8/8,2036671.089,52.18018387,107556148.5,9646300,16320,1073,16698.65651,0.088954163,2027,9.7,95354.71448,17.21138972,2.45411696,4.290213002,461723.2775,1765841.135,2222610,199337,324,35918,15584,5751979,38855,11.14999
2012/8/9,2036671.089,18.36985252,115851000,9654250,16475,1288,16880.69137,0.081996348,2040,11.93333333,95616,16.09771157,2.887218045,3.317616197,915898.3725,1601461.745,2882069,240172,230,34940,17203,5785096,33117,12
2012/8/10,2036671.089,45.85604941,112084420,9662450,16625,1014,16797.13492,0.068941896,2051,8.85,95642,16.60392891,3.495431621,3.832784542,892905.8015,1174688.424,2495366,215118,286,29288,13747,5812458,27362,11.6
2012/8/11,2036671.089,17.37179137,112155558.9,9670350,16744,3212,18664.42878,0.07197904,2062,13.16666667,91820.41596,15.9964681,3.062824509,5.425183336,367448.1805,1920172.472,1692485,145931,319,27985,14506,5842437,29979,11.59788
2012/8/12,2190865.97,17.49173695,113871082,9678800,16878,2160,16855.74981,0.076048349,2074,12.46666667,99614.255,18.40554294,2.951446031,8.750124701,289226.2086,1621721.944,1138432,96764,285,30165,13552,5876188,33751,11.765
2012/8/13,2190865.97,25.04966154,114978064.6,9686450,17036,2055,16381.3336,0.127769115,2093,14.6,91102.17325,16.66300633,1.833853481,4.305831283,389537.2156,1784521.536,2115786,178247,261,41509,17446,5925866,49678,11.86999
2012/8/14,2190865.97,21.93973905,118069273.1,9694600,17217,2814,45987.46054,0.09379742,2108,12.7,99513.54677,17.75209171,2.646284983,3.375560253,743549.8127,1715320.342,2948060,242064,221,34362,15631,5963471,37605,12.17887
2012/8/15,2190865.97,28.12433709,122938910.5,9703150,17440,3082,32931.12186,0.121763899,2128,16.06666667,108683.26,18.62336001,2.214861626,4.849196531,661329.7594,1863928.721,2241263,176895,191,36444,14665,6012541,49070,12.67
2012/8/16,2190865.97,32.70348326,134409719.9,9710850,17674,3666,41297.79912,0.13447595,2148,16.16666667,107020.0811,16.77191487,2.176753403,3.811643502,1506129.011,1664499.548,2807715,202852,223,47362,24045,6061706,49165,13.84119
2012/8/17,2190865.97,30.58990923,149657200,9718000,17883,3072,44518.36688,0.111930414,2164,13.26666667,110572,15.57392095,2.703670196,3.30866414,1444851.129,2729697.58,3341893,217006,272,45775,24396,6102603,40897,15.4
2012/8/18,2190865.97,20.76717614,148410965.6,9725400,18058,3600,79708.1892,0.106597784,2179,15.61666667,113230.2388,16.11846364,2.920563291,2.746958957,3208627.497,2627510.82,4122022,270117,192,41427,21679,6141373,38770,15.26014
2012/8/19,2190865.97,18.95507601,116799600,9733300,18211,3384,28549.10944,0.103468032,2195,13.23333333,95016,17.20754902,2.713037519,2.177320902,1976252.3,3349445.756,4363895,363658,198,32820,15126,6176395,35022,12
2012/8/20,2190865.97,28.01583883,102298875,9742750,18405,3508,38901.79035,0.083581475,2210,10.21666667,99519,20.5837137,2.7455032,1.401309296,2746175.556,9622289.3,7101858,676367,270,34086,16526,6212643,36248,10.5
2012/8/21,2190865.97,23.26574408,100443442.5,9751800,18642,3415,54865.64713,0.086069397,2225,10.18333333,93451.80927,19.7124454,2.307793976,2.969748163,730786.4691,6768934.301,3146792,305514,173,40498,20195,6253137,40494,10.29999
2012/8/22,2190865.97,24.5640378,100129905,9759250,18863,3054,60501.04409,0.105495376,2240,13.7,76683.24,16.22737218,1.887169366,2.050714449,704257.3145,5845207.913,3739343,364458,210,39189,18217,6293771,40634,10.26
2012/8/23,2190865.97,21.53412752,100116875,9767500,19093,3144,50201.74611,0.075735,2252,9.633333333,84777.75,17.96990879,2.668904455,3.195011427,641114.6952,8073544.018,2653441,258872,205,34809,18003,6325536,31765,10.25
2012/8/24,2190865.97,18.81258311,100196825,9775300,19301,2427,22673.08928,0.075862542,2263,11.46666667,80134.5,16.98973194,2.587571442,3.607464749,471155.052,7957035.361,2221352,216717,203,34511,16869,6356505,30969,10.25
2012/8/25,2440642.607,21.92109799,100263962.5,9781850,19477,4885,39275.92299,0.103900356,2276,16.9,67352.75,15.89357527,1.897741681,2.750295295,471155.052,9640536.112,2448928,238920,198,33067,16349,6391996,35491,10.25
2012/8/26,2440642.607,22.34564361,103968185.1,9790650,19669,3956,54086.11509,0.067792383,2287,11.25,93681.96486,21.35320036,3.069024238,4.765906315,339698.6472,3147442.026,1965669,185106,290,28168,13231,6422521,30525,10.61913
2012/8/27,2440642.607,29.03414368,119046817,9798100,19855,2697,37391.54577,0.084419692,2299,11.18333333,90869.77521,18.07742531,2.902445867,2.703955889,1638081.553,3271317.782,3360623,276595,257,30516,13916,6453829,31308,12.14999
