Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
2014/5/24,10455720139,12.10475911,6681192720,12811000,1644710,23965,66528.32919,0.186036927,17628,7.35,2196642.24,87319.1201,37.77804561,1.225690382,4227327.361,973175.1467,179216731,343643,503,113362,52616,39406253,58146,521.52
2014/5/25,10455720139,9.57210433,7368495625,12814775,1647891,21880,85744.06199,0.209780365,17659,8.466666667,2175800,78483.25676,40.34638778,3.440851989,11020114.34,808996.9656,63234339,109973,410,159903,50254,39460181,53928,575
2014/5/26,10455720139,11.91589205,7486296000,12819000,1651897,27761,90215.75963,0.215225959,17695,7.383333333,2473824,87838.87677,37.59896649,3.777954363,6905630.691,716702.7946,65480516,112124,362,136252,58215,39525976,65795,584
2014/5/27,10455720139,12.33282353,7460868061,12822225,1655830,25775,99352.67934,0.290471447,17732,8.266666667,1883513.19,67048.61008,28.09536381,2.787084805,11110797.86,889789.7097,67580046,116143,295,145771,60714,39593016,67040,581.87
2014/5/28,10455720139,13.24677566,7366729895,12826650,1660245,30215,151911.5391,0.229451675,17772,6.933333333,2548876.54,91996.9301,35.21666469,3.112827617,5211005.778,932703.7505,81882997,142571,341,161438,66749,39665393,72377,574.33
2014/5/29,10455720139,12.39205713,7287397400,12829925,1664442,26188,79524.08425,0.280177393,17808,7.833333333,1867016,68088.12341,28.31815562,4.112243487,5341070.016,700606.523,45401397,79932,371,143379,58932,39731323,65930,568
2014/5/30,10455720139,12.06522539,7816291020,12834000,1668573,26627,78117.2103,0.223721522,17844,7.383333333,2489105.61,84720.33676,37.18690685,3.831178586,10417485.63,920847.4343,64969710,106677,363,137258,61119,39798258,66935,609.03
2014/5/31,10455720139,9.93876923,7965213010,12837800,1672398,22266,65421.98454,0.201260504,17874,7.5,2363294.05,79003.01342,42.83968477,4.293112098,8690735.142,602173.7806,55048506,88724,459,123216,50349,39853424,55166,620.45
2014/6/1,10455720139,10.68373708,8668278780,12842275,1675841,20896,70265.96451,0.183154751,17906,6.633333333,3027285.3,93036.44344,57.14446731,4.602581937,9828012.858,709780.7925,65773632,97445,438,164472,48238,39906400,52976,674.98
2014/6/2,10455720139,10.91517676,8112594158,12846750,1680069,23828,58851.48672,0.194410031,17940,6.866666667,2832232.65,93036.44344,46.29419654,5.124952938,13128228.49,711248.7612,55263584,87513,347,140278,56625,39967579,61179,631.49
2014/6/3,10455720139,13.71930957,8660592155,12851450,1684203,27378,94496.02906,0.214835116,17980,5.983333333,3176090.7,97714.25344,45.4304859,3.777396194,15062190.49,1139172.3,84081482,124768,318,162366,64508,40037490,69911,673.9
2014/6/4,10455720139,12.26613461,8287765077,12856025,1688351,24612,89479.75992,0.198336898,18016,6.433333333,2957055.42,95115.47011,44.51050531,4.469216652,11331619.53,924375.5041,66164960,102635,411,154092,62282,40103925,66435,644.66
2014/6/5,10455720139,12.24567,8470908648,12859650,1692160,27880,93229.086,0.258031358,18053,7.766666667,2395764.64,75364.71675,35.92120309,3.759717039,7171685.024,1002352.43,63721940,96736,369,148891,61399,40170620,66695,658.72
2014/6/6,11756551917,11.31817452,8435141763,12863350,1696012,27450,107259.7312,0.25255423,18090,7.416666667,2433488.25,86494.36212,37.51966959,3.637839226,3423735.09,1178339.323,66893782,102011,421,150478,59197,40235479,64859,655.75
2014/6/7,11756551917,9.12080675,8418992603,12867175,1699443,21928,63434.51539,0.191754871,18119,7.25,2508586.2,89416.46895,47.13969859,6.26197656,5282829.018,577982.8619,40060613,61227,397,127246,49794,40288695,53216,654.3
2014/6/8,11756551917,8.70951916,8391843100,12870925,1703187,20010,43356.98128,0.188956833,18147,7.366666667,2450216,87663.20486,51.33492562,8.163227602,1650470.76,815990.0289,30015285,46036,387,153084,43445,40336425,47730,652
2014/6/9,11756551917,10.27619998,8380284372,12874325,1707220,23117,54431.42496,0.243271772,18180,8.933333333,2219671.3,79481.30574,39.62495849,6.383123,3773083.543,341221.735,34774064,53422,335,128287,52697,40392442,56017,650.93
2014/6/10,11756551917,12.193239,8369770838,12878750,1711347,27991,86748.24273,0.217348982,18218,6.75,2883561.93,103442.5817,44.05074748,2.569897526,4358768.816,614894.552,112205327,172653,289,150796,59436,40457902,65460,649.89
2014/6/11,11756551917,10.95603824,8244607176,12882400,1715846,27753,90622.44842,0.240593564,18253,7.8,2342363.4,85325.51939,38.01859084,2.488957685,4917376.856,546126.0519,94110214,147050,321,141736,58166,40519513,61611,639.99
2014/6/12,11756551917,12.15329591,7950831675,12886275,1720129,25822,63483.12609,0.228831113,18288,7.716666667,2398279,90585.31168,38.94384814,2.654805316,5290172.339,686936.3531,90337283,146414,377,140825,58229,40581096,61583,617
2014/6/13,11756551917,12.22428882,7502256450,12890475,1724098,25835,87642.14211,0.221003623,18325,7.35,2451384,98182.78944,37.66087478,1.388802383,20999116.47,1167896.172,176510642,303283,394,151052,61667,40646187,65091,582
2014/6/14,11756551917,9.95194649,7194308660,12894875,1727532,26211,71395.86203,0.185908952,18357,6.966666667,2459869.28,102858.1604,41.72027747,6.314245983,8696987.115,472211.4609,38957451,69826,412,136421,51974,40705148,58961,557.92
2014/6/15,11756551917,9.33855066,7230054767,12899525,1731308,20636,51375.17683,0.163619036,18387,6.266666667,2611322.91,108702.374,48.55384534,8.216718861,3812291.511,448374.4286,31780604,56701,323,156871,44881,40758930,53782,560.49
2014/6/16,11756551917,11.12862904,7678237000,12904600,1735471,26202,63823.2376,0.183299844,18424,5.8,3026170,118637.5372,46.30924143,6.087509532,8714228.155,723679.883,49711134,83548,274,144825,55333,40824277,65347,595
2014/6/17,11756551917,11.98842568,7715093733,12909050,1740222,27566,68187.74113,0.20643575,18460,6.383333333,2666116.65,104027.0031,39.63307046,6.315477419,3078078.833,460801.3223,42215599,70636,261,157183,61902,40891547,67270,597.65
2014/6/18,13462580115,12.23255724,7807381180,12913300,1744305,28209,91934.13938,0.216993983,18496,6.5,2576805.2,113768.8429,38.46437187,5.016997729,5370642.476,573046.443,51361498,84951,358,153204,62754,40958539,66992,604.6
2014/6/19,13462580115,12.63691856,7806046764,12917075,1748219,25790,75484.05728,0.227848009,18530,8.116666667,2288559.84,101053.5016,36.72271887,4.760479147,1828068.316,650150.7954,48074149,79551,327,127162,56372,41020859,62320,604.32
2014/6/20,13462580115,11.25311797,7666832261,12921700,1752029,23730,103381.6497,0.187374543,18564,5.716666667,2750677.88,123807.2702,45.93343598,6.689751104,4531653.298,609970.3641,41117791,69300,342,142279,55889,41080743,59884,593.33
2014/6/21,13462580115,9.11976494,7639387911,12926425,1755717,21253,67356.63278,0.157709919,18593,5.883333333,2797746.66,126484.1841,53.9782497,8.20158122,2181393.924,503587.7279,34112284,57721,364,131691,49007,41132574,51831,590.99
2014/6/22,13462580115,9.42521379,7708059500,12931250,1759074,22009,105245.8524,0.159856816,18623,5.9,2881450.72,129161.0981,57.13876381,9.677983985,2470475.727,520673.9866,29773254,49948,335,166479,45909,41183003,50429,596.08
2014/6/23,13462580115,9.92050289,7651170800,12935200,1762878,24888,59938.54381,0.20040625,18654,8.25,2341748.5,105738.101,41.33859095,4.82121359,2906661.944,493645.5382,48571764,82116,304,125908,53514,41239651,56648,591.5
2014/6/24,13462580115,11.64240605,7576975431,12940150,1766949,29687,345288.3113,0.182659438,18690,6.016666667,2904863.94,132507.2405,44.85168051,2.224799248,2312887.338,974332.6751,130567463,222986,300,149893,59866,41304417,64766,585.54
2014/6/25,13462580115,11.5556694,7339701600,12944800,1770973,28585,104795.617,0.19587506,18726,5.75,2642787,124476.4987,41.44898055,4.413765316,5713137.182,525512.1072,59876020,105601,496,150209,57849,41368177,63760,567
2014/6/26,13462580115,11.37751104,7368023675,12949075,1775116,28282,96594.9463,0.204508185,18760,6.216666667,2438734,114438.0713,39.11110755,3.805583139,3089629.111,523609.7446,64083057,112624,514,141973,57187,41430531,62354,569
2014/6/27,13462580115,10.29537954,7629370138,12953750,1779103,28227,92342.91473,0.181395928,18793,6,2759324.45,125145.7271,43.99362973,6.811874268,4008598.564,465624.735,40507566,68777,487,143429,56295,41493252,62721,588.97
2014/6/28,13462580115,9.87835113,7737216399,12958425,1782880,25935,77029.21719,0.170599285,18824,5.583333333,2796722.72,125145.7271,49.16623104,7.283177297,3682753.66,386544.9099,38399762,64313,475,123855,52183,41550135,56883,597.08
2014/6/29,16818461371,8.84416498,7725813900,12962775,1786685,22906,52038.05945,0.180069474,18855,6.716666667,2597368,145472.7434,49.70944097,8.998956532,986521.4977,336897.0261,28862991,48428,386,159773,44675,41602386,52251,596
2014/6/30,16818461371,10.90944259,8038858000,12965900,1791263,25984,77829.92809,0.286130348,18890,9.3,1943700,104506.2812,31.34544985,3.639936709,7341093.031,586067.1147,53399280,86128,319,136152,57408,41664395,62009,620
2014/7/1,16818461371,12.36328988,8487791108,12969350,1795938,31385,133898.5878,0.3124462,18933,8.316666667,2265705.9,115374.9344,31.88709854,2.520182338,7233282.594,922663.2478,89902459,137371,358,163651,64855,41735449,71054,654.45
2014/7/2,16818461371,13.73343865,8484227550,12972825,1800748,28136,107503.538,0.277716445,18971,8.266666667,2281152,116210.9847,33.68306656,3.241275123,4473747.89,953854.0659,70378228,107612,431,152310,62842,41803173,67724,654
2014/7/3,16818461371,11.08189519,8357159646,12976150,1805638,26987,82968.0745,0.270055405,19006,8.166666667,2148517.44,111194.6832,33.9568441,3.820914253,2873518.205,646583.7207,56230454,87309,432,142946,59392,41866445,63272,644.04
2014/7/4,16818461371,10.58824881,8248755524,12980150,1809955,26417,72250.98265,0.205818897,19038,7.366666667,2548314.9,133768.0399,41.16758857,4.84806685,5984390.056,425600.3181,52563526,82713,444,128352,57102,41928346,61901,635.49
2014/7/5,16818461371,8.26076745,8215983881,12983950,1813637,22005,39956.20479,0.171037988,19063,7.966666667,2409626.24,127079.6379,49.66765413,7.994858782,1483175.518,402775.0973,30139697,47631,416,107662,43684,41976861,48515,632.78
2014/7/6,16818461371,9.24924683,8240549911,12987675,1817503,22670,57682.48574,0.212494108,19094,7.85,2369185.66,124571.4872,44.39503916,8.389382851,2033092.691,392600.4604,28240285,44509,399,163209,47739,42030227,53366,634.49
2014/7/7,16818461371,10.44603741,8080235477,12991150,1821881,26776,67664.88382,0.240252804,19127,8.166666667,2167600.3,116210.9847,36.13510319,5.605085957,4154806.792,427135.8126,38672026,62176,328,136897,56650,42090213,59986,621.98
2014/7/8,16818461371,12.21686237,8105106240,12995200,1826405,34590,79130.33104,0.252847448,19167,7.1,2533469.4,135440.1404,36.17071757,4.370531976,1898911.716,400562.5669,57967072,92941,344,192201,65142,42160255,70042,623.7
2014/7/9,16818461371,11.9361757,8122404507,12999175,1831024,34819,86404.45663,0.263936013,19208,7.4,2490612.24,132931.9897,35.20548788,4.461437066,1504875.442,462661.1408,55825336,89343,412,160879,64396,42231000,70745,624.84
2014/7/10,16818461371,11.22613459,8059014835,13003025,1835713,29332,87310.46777,0.232634006,19243,7.816666667,2392970.58,128751.7384,37.30506314,5.180198479,3861342.391,509362.7541,46194573,74534,503,149129,58507,42295146,64146,619.78
2014/7/11,16818461371,11.12342321,8198300350,13006775,1840140,27147,88688.05425,0.233491039,19278,7.8,2370595.91,125407.5374,39.54354385,5.20746158,3164691.204,439592.2531,45523061,72223,410,145718,57127,42355095,59949,630.31
2014/7/12,16818461371,9.01518862,8222628582,13010900,1844181,24364,85055.29274,0.184958845,19308,6.283333333,2612605.32,137948.2912,48.21995386,7.70552667,3241515.398,457155.4053,33905603,53650,401,145144,51347,42409276,54181,631.98
2014/7/13,17336316979,9.32359299,8211005775,13014750,1847903,23633,69131.80947,0.207665462,19339,7.416666667,2434643.1,132716.1207,45.83030138,6.391089255,2537902.197,503290.9247,38094337,60381,392,165376,48085,42462399,53123,630.9
2014/7/14,17336316979,11.35018792,8107843950,13018375,1852238,27654,80265.40056,0.224322773,19371,6.966666667,2264500.8,124959.9838,37.81920938,5.693420544,2119002.357,448907.6513,39773995,63863,340,133673,53369,42522276,59877,622.8
2014/7/15,17336316979,11.87785856,8114810685,13021825,1856572,32561,82681.68239,0.274402881,19408,8.4,2156791.37,118927.4328,31.04592377,5.151499369,2130092.223,597198.1655,41867255,67184,322,151679,61612,42591747,69471,623.17
2014/7/16,17336316979,12.33196333,8069315506,13025950,1860837,31328,93575.68908,0.224315285,19445,6.75,2562788.76,142195.8436,37.81765107,3.854337435,2671748.782,567687.7767,66491033,107334,413,151081,60139,42659514,67767,619.48
2014/7/17,17336316979,12.74168175,8156920850,13030225,1865266,31000,86632.46815,0.221543613,19482,6.466666667,2683662,147366.6015,39.0987791,6.004444483,4091992.926,473771.878,44694593,71397,467,146474,61928,42728152,68638,626
2014/7/18,17336316979,11.60568116,8209721212,13034200,1869646,28178,118267.3967,0.226733124,19518,7.583333333,2510621.96,137025.0856,40.21692473,4.952212646,2412825.535,552675.728,50696974,80489,471,141439,57314,42790579,62427,629.86
2014/7/19,17336316979,10.4567612,8226250420,13038500,1873719,28053,99117.70577,0.189716339,19550,6.75,2719265.2,148228.3945,46.49111301,5.827140776,1920723.957,348919.2634,46665514,73964,435,132003,52995,42849069,58490,630.92
2014/7/20,17336316979,9.50599823,8135676168,13042750,1878182,26133,68554.85019,0.191417991,19582,6.333333333,2656636.43,146504.8085,48.53013098,10.08893886,1011690.671,261004.7079,26332169,42215,402,176955,50857,42903811,54742,623.77
2014/7/21,17336316979,10.02036474,8077594532,13046475,1882933,26874,89740.23558,0.228084411,19615,7.733333333,2312487.9,128407.1557,37.55258038,4.598159055,2279965.493,419218.1766,50291603,81228,410,135230,57612,42965391,61580,619.14
2014/7/22,17336316979,11.8573934,8104472552,13050050,1887510,29850,105733.023,0.261688953,19652,7.85,2227013.58,123236.3978,33.27824719,3.358942383,2102604.175,409845.8799,66301035,106760,329,134257,62921,43032312,66921,621.03
2014/7/23,17336316979,11.23511096,8119531937,13053700,1892183,31271,99064.55484,0.254008959,19689,8.033333333,2277178.61,125821.7767,33.05000813,4.958911301,1821393.437,411686.2939,45920939,73827,437,155345,65037,43101213,68901,622.01
2014/7/24,17336316979,10.633025,7849862762,13057425,1896770,28657,95672.22116,0.238267284,19724,7.5,2245407.3,128407.1557,34.64332793,3.568241243,6237962.004,518394.6739,62927564,104673,434,150217,60982,43166028,64815,601.18
2014/7/25,17336316979,10.19839577,7870638897,13061350,1901107,28452,115026.2981,0.235249544,19760,7.183333333,2371191.65,135301.4996,37.55748238,4.997333453,3341942.564,504563.9726,47449138,78742,368,151416,59317,43229163,63135,602.59
2014/7/26,18736441558,9.50827747,7785082818,13064850,1905232,26365,92585.2611,0.223853711,19791,7.683333333,2090942.92,130395.0986,36.34652552,6.995813128,2386789.842,349792.1607,29888490,50159,439,130299,51209,43286691,57528,595.88
2014/7/27,18736441558,8.77568128,7743439126,13068875,1909047,22981,61390.48668,0.190375245,19821,7.516666667,2389592.83,149954.3634,45.03991763,7.621622015,2257131.113,245926.7461,31352812,52915,452,163986,49062,43339746,53055,592.51
2014/7/28,18736441558,9.70412523,7672902534,13072275,1913748,24845,90324.09125,0.255737087,19855,8.416666667,2000946.64,126669.5244,33.59491345,4.44578251,5624067.348,443294.0827,45007749,76679,354,135674,56163,43399307,59561,586.96
2014/7/29,18736441558,10.6532582,7603694000,13076000,1922272,27676,136701.5689,0.23803821,19890,7.433333333,2171902.5,138777.6407,33.57037421,4.880838722,2815216.594,542927.2547,44498551,76524,345,147327,60770,43464004,64697,581.5
2014/7/30,18736441558,10.85994311,7501333455,13080375,1930905,27846,144110.0852,0.209355392,19926,6.85,2514709.8,162993.8733,39.02283914,5.726952534,4145810.979,401968.065,43910086,76568,467,151806,59532,43528446,64442,573.48
2014/7/31,18736441558,11.02486059,7667355850,13084225,1937615,29542,121804.0919,0.248131015,19964,8.05,2262546,143434.6085,33.40981379,4.58809654,6917701.922,442521.5557,49313391,84153,552,152214,62647,43596167,67721,586
2014/8/1,18736441558,10.87967636,7878220817,13088050,1943654,31222,105899.4878,0.246508979,20001,7.6,2308439.9,142503.215,33.31899456,2.307842503,7216949.141,467637.6989,100025886,166173,515,146378,61823,43665450,69283,601.94
2014/8/2,18736441558,9.36154144,7745258967,13092275,1949629,26387,81889.13626,0.189559293,20033,6.066666667,2504792.06,157405.5119,41.82460693,5.781609056,2711525.266,371023.9948,43323442,73232,450,133227,55899,43725338,59888,591.59
2014/8/3,18736441558,8.36702521,7723934074,13096075,1954683,23324,99291.92896,0.191536408,20062,7.85,2245920.32,141571.8214,42.73873111,7.742773131,1719802.618,444379.2905,29006666,49181,429,155660,49287,43777888,52550,589.79
2014/8/4,18736441558,10.10701582,7780287333,13099450,1961867,27302,89552.70208,0.252263161,20096,7.783333333,2010486.9,125738.1308,31.88617173,3.235125609,2323087.959,399294.1037,62145559,104633,363,122118,59112,43840940,63052,593.94
2014/8/5,18736441558,12.15106865,7602346578,13102750,1970816,32152,122031.6175,0.307375901,20136,9.233333333,1921655.52,122943.9502,26.3500373,2.429971259,4052712.01,529514.9417,79081409,136298,326,166966,67774,43913868,72928,580.21
2014/8/6,18736441558,12.93168516,7622784020,13106575,1978691,35000,155407.9854,0.28992383,20180,7.65,2231599.2,142503.215,28.31260086,3.283847697,4620012.306,560463.9626,67956842,116845,385,175244,71825,43992688,78820,581.6
2014/8/7,18736441558,11.21723833,7699010020,13110500,1984961,31880,109357.5558,0.248574014,20219,7.166666667,2311376.64,146228.7892,32.67794831,3.907763909,3166937.845,452393.1087,59148318,100723,435,153189,65231,44063420,70732,587.24
2014/8/8,19729645941,11.08588192,7728389583,13114525,1990454,29462,81251.23186,0.237981927,20257,6.566666667,2378414.8,157903.3291,34.40744738,5.235428371,2961285.448,297685.6222,45429230,77090,477,151292,62814,44132545,69125,589.3
2014/8/9,19729645941,9.89679335,7721886299,13118850,1995407,27475,107577.2889,0.198908734,20291,7.333333333,2551035.74,169672.5214,40.51835673,4.70021324,1171969.14,420310.5818,54274894,92209,477,130400,58049,44195505,62960,588.61
2014/8/10,19729645941,9.6259823,7729507192,13123325,2000256,25927,72194.42071,0.190455117,20325,6.683333333,2641031.16,175557.1175,45.15663851,8.072177779,1745276.31,341775.0295,32717703,55549,427,176751,53617,44253991,58486,588.99
2014/8/11,19729645941,11.68497448,7600645789,13127875,2005514,29742,139879.2673,0.22565401,20366,6.383333333,2640682.17,178499.4155,37.62513066,6.118323861,2371659.35,495304.617,43160222,74547,440,161536,65330,44324175,70184,578.97
2014/8/12,19729645941,12.42984721,7479427096,13132400,2011246,32495,121960.2428,0.237252567,20408,6.4,2584002.98,177518.6495,32.773616,4.227340888,4574834.839,764214.6776,61125967,107325,359,172608,72854,44403019,78844,569.54
2014/8/13,19729645941,12.599707,7226817836,13136325,2017054,30603,192867.2599,0.276210937,20451,7.616666667,2165901.18,153980.265,28.87444748,3.169151378,13355520.18,717606.6144,68343254,124229,388,173743,69312,44478030,75011,550.14
2014/8/14,19729645941,12.6295534,6854912355,13140575,2022619,29958,113722.4341,0.269211197,20496,6.983333333,2223314.92,166730.2233,27.38308623,3.093330012,12855082.69,700727.3105,71874482,137780,366,168931,75480,44559223,81193,521.66
2014/8/15,19729645941,10.97370877,6548138844,13144650,2027773,30327,123663.9798,0.234533538,20534,6.75,2034983.6,159864.8612,29.19715917,2.971123118,8298506.791,796925.7647,68492066,137490,462,155144,63678,44628921,69698,498.16
2014/8/16,19729645941,14.69897958,6692802825,13148925,2032708,31998,134086.4207,0.302976486,20585,6.933333333,2183101,167710.9893,28.97703713,3.947860433,6187407.026,689805.1059,55298333,108641,449,161700,70469,44704260,75339,509
2014/8/17,19729645941,37.29813075,6469722234,13153050,2037795,27167,122717.0452,0.209174006,20619,7.083333333,2047204.56,161826.3932,34.51178476,5.048664379,6020978.092,493900.2813,40549429,82438,423,180542,54894,44763579,59319,491.88
2014/8/18,19729645941,10.68090312,6160174811,13157425,2043581,30002,188979.3464,0.209377872,20655,5.983333333,2053013.15,171634.0534,30.20025228,2.770773605,12555610.85,978813.3801,74095305,158259,383,146537,63950,44831559,67980,468.19
2014/8/19,19729645941,12.87741605,6416755313,13162575,2049465,33527,150704.4798,0.193883507,20694,5.883333333,2516475,202037.8,33.34934666,4.275536701,8989449.079,655716.6884,58857523,120733,335,172107,70875,44907017,75458,487.5
2014/8/20,23844670039,12.02058864,6679378133,13166525,2055092,30018,136671.6752,0.245045885,20732,7.15,2009922.6,187281.3463,27.4962735,3.87004162,8069204.962,575101.3765,51935426,102376,495,163890,69785,44980115,73098,507.3
2014/8/21,23844670039,11.94405134,6924903791,13170725,2060507,30912,110444.6267,0.246199006,20773,6.666666667,2214059.58,199134.5961,29.33694952,3.735841639,8433115.222,613696.6055,59265349,112719,445,176373,71266,45055585,75470,525.78
2014/8/22,23844670039,10.85000669,6827814188,13174750,2066099,28733,152036.6507,0.230780708,20810,7,2091138.75,190837.3213,30.64658015,2.753560766,8286029.155,3355242.274,75943076,146538,461,156481,66732,45123819,68234,518.25
2014/8/23,23844670039,9.21595098,6640470759,13178675,2070778,25056,122214.5023,0.203796174,20841,7.05,1982263.92,186096.0214,32.93398993,5.491822871,4840024.884,667276.9219,36094826,71634,382,135772,57973,45184008,60189,503.88
2014/8/24,23844670039,8.65681711,6733102331,13182775,2075606,21318,121963.1961,0.196922605,20873,6.966666667,2098161,194393.2962,38.13243553,6.960967594,3707719.627,483183.1586,30141801,59015,407,183565,52680,45239031,55023,510.75
2014/8/25,23844670039,14.33068278,6643037914,13186125,2081034,27275,115820.8426,0.273807127,20909,8.35,1694749.56,158833.5469,25.51910918,3.004510585,2916764.294,837227.9845,56406843,111965,371,148320,63222,45305442,66411,503.79
2014/8/26,23844670039,13.09978465,6763841117,13190275,2086767,31290,153164.6507,0.245374852,20949,6.816666667,2134744.77,196763.9462,28.87951366,4.371608521,3517602.571,1849501.097,48832021,95228,306,163922,71269,45379361,73919,512.79
2014/8/27,23844670039,11.61214904,6792953412,13194300,2092230,31975,84099.59422,0.245152941,20988,6.566666667,2077894.24,190837.3213,27.9595016,3.491374423,3748502.083,1473447.111,59515079,115599,441,160858,69521,45453679,74318,514.84
2014/8/28,23844670039,10.66182195,6723349467,13198825,2097947,29773,72541.96553,0.21311604,21026,6.216666667,2310083.65,214543.8208,33.37885288,3.500337472,4062969.757,729893.9113,65996027,129559,500,166074,66527,45522887,69208,509.39
2014/8/29,23844670039,10.22007288,6759791170,13202975,2103178,29301,93207.76992,0.211477274,21061,6.85,2129878.4,196763.9462,31.47727595,5.67570071,3752062.199,527726.8258,37526263,73295,453,145588,65314,45590551,67664,511.99
2014/8/30,23844670039,9.7465966,6654881727,13207275,2107985,28770,158878.7772,0.193008822,21094,6.083333333,2171218.92,203875.896,34.01351819,3.316587351,2341133.765,643988.2664,65465453,129923,424,145985,61887,45654385,63834,503.88
2014/8/31,23844670039,9.02275826,6315143457,13212150,2114088,24443,107837.2853,0.169064395,21126,6.25,2334454.32,231138.3705,39.0697113,7.077528193,4680272.993,545659.8582,32984034,69007,449,172302,56915,45714136,59751,477.98
2014/9/1,27428630902,10.30536727,6377861181,13215900,2118964,27625,176585.0272,0.24085537,21162,8.45,1814538.4,204522.6957,27.40787554,4.306939455,4469424.454,687875.7552,42130576,87301,401,162588,61965,45780341,66205,482.59
2014/9/2,27428630902,11.41237447,6393599084,13219475,2125124,31926,152861.784,0.273700781,21201,8.1,1734368.9,194978.3032,24.24368386,3.031504855,3493402.37,574246.0662,57211483,118291,362,153606,66497,45851880,71539,483.65
2014/9/3,27428630902,11.28382249,6251518222,13223450,2130197,31518,147103.3543,0.245162322,21239,7.15,1884421.36,216794.0574,26.15943917,4.054769237,2489654.969,512676.8879,46474195,98304,468,148218,66433,45923916,72036,472.76
2014/9/4,27428630902,11.15620263,6428625750,13227625,2135769,30522,162280.8562,0.226359767,21276,7.416666667,2034396,227701.9345,28.67769946,4.727947764,5008741.256,443030.7918,43029156,88537,605,152304,67680,45994856,70940,486
2014/9/5,27428630902,10.7140055,6429245279,13231350,2140651,29032,176487.5546,0.242592632,21312,6.866666667,1814873.85,203159.211,27.0682772,4.148308704,5118483.652,446975.7395,43749730,90037,489,155908,63656,46061904,67048,485.91
2014/9/6,27428630902,10.4899443,6367490750,13235550,2145615,30135,139265.9626,0.217119177,21348,7.25,2025388.9,229065.4191,29.99287565,4.342474131,1606067.513,391892.9554,46641358,96949,417,143414,62897,46129433,67529,481.09
2014/9/7,27428630902,19.46564618,6363240583,13239650,2158632,27023,116879.5358,0.222935915,21384,7.466666667,1979673.78,223611.4806,33.26120701,6.482018981,1387220.616,320158.1026,30541006,63545,411,214360,55736,46188952,59519,480.62
2014/9/8,27428630902,11.323667,6311972620,13243475,2164136,31606,108258.7877,0.254446846,21422,7.85,1828275.96,208613.1496,25.47977757,3.61483231,6226048.984,519189.7412,50577061,106118,353,151689,67638,46260706,71754,476.61
2014/9/9,27428630902,13.00607767,6179355602,13246775,2169931,34848,162070.0411,0.318603761,21464,8.6,1545448.24,179979.9722,19.35003055,2.97619132,3335590.916,488189.9522,51927046,111317,388,173414,76384,46340574,79868,466.48
2014/9/10,27428630902,14.66467827,6426974895,13250675,2175346,33080,143549.0548,0.347825136,21518,6.983333333,1898407.42,212703.6035,24.84273683,3.174179671,6346407.796,506624.7066,59807812,123307,500,164564,72396,46416991,76417,485.03
2014/9/11,27428630902,10.27418557,6216466025,13254725,2180081,30304,159171.8338,0.219272814,21553,6.65,1904140,220884.5113,28.13736645,3.963717621,4074503.78,466172.2597,48039245,102429,528,147710,65134,46484664,67673,469
2014/9/12,27428630902,10.4459308,6237313763,13258750,2184552,30610,169561.1698,0.21879503,21588,7.566666667,1898185.05,219521.0267,28.62894665,4.238163972,3468571.793,454009.5276,44787910,95206,422,148941,64582,46550967,66303,470.43
2014/9/13,27428630902,9.87754729,6364467156,13263175,2188693,29090,126967.1094,0.180944486,21620,6.233333333,2127699.24,241336.7809,33.98391988,6.393263593,2844690.849,358930.1942,33280330,69354,431,136734,60353,46613576,62609,479.86
2014/9/14,29829733124,10.41613288,6308527913,13267425,2193477,30047,103611.2957,0.224988735,21658,7.5,2025587.4,252083.493,30.67538049,6.137548203,1850051.209,332978.2976,33003201,69409,442,203940,58907,46679609,66033,475.49
2014/9/15,29829733124,11.9467162,6307765713,13271125,2198181,33547,205777.8564,0.289065303,21700,7.333333333,1763838.3,219460.9233,23.79000162,3.717590037,2524429.506,462681.1224,47445745,99823,360,161269,68187,46753751,74142,475.3
2014/9/16,29829733124,14.7337395,6212863800,13275350,2203182,43296,159974.3699,0.298186951,21750,7.1,1983852,250600.6489,22.20912164,4.517045623,2796018.22,437451.4801,43919238,93845,360,186658,82881,46843077,89326,468
2014/9/17,29829733124,12.27569456,5949473600,13280075,2207905,34788,156754.1271,0.219028998,21791,6,2122176,280257.5305,26.59901735,4.162882629,5007061.594,462824.8682,50978521,113791,436,164215,75113,46922861,79784,448
2014/9/18,29829733124,12.45941455,5688375693,13284700,2212540,32571,237590.0822,0.227428658,21833,5.95,1985517.03,274326.1542,24.89551659,3.086195301,6474529.07,652489.2436,64335430,150250,471,168204,76196,47002615,79754,428.19
2014/9/19,29829733124,11.14791622,5300749488,13288750,2218905,29401,174977.2928,0.231292083,21870,7.783333333,1619892.29,240220.7404,22.61566574,2.089910688,13959017.81,741891.7351,77510120,194315,497,149539,69166,47074242,71627,398.89
2014/9/20,29829733124,9.96929167,5524070247,13293075,2222984,26912,207421.5312,0.197116565,21904,6.55,1801037.04,256532.0252,28.90214298,3.034266876,8717319.115,720476.6817,59356580,142835,475,142592,60173,47136557,62315,415.56
