,Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
2576,2016-01-23,113354299801.0,50.43939975,5828775540.0,15112200.0,5780498.0,114501.0,244883.707304,0.722907612121,55850.0,8.333333333330001,1610297.5,929754.0131229999,7.121869830960001,1.57458577823,59059297.6044,7043414.583319999,102268007.0,265149.0,1470.0,413921.0,221077.0,105149123.0,226106.0,385.7
2577,2016-01-24,113354299801.0,41.96522497,5872828237.5,15116675.0,5790790.0,93680.0,558205.839274,0.609391340782,55959.0,6.483333333330001,1754466.0,1008642.2324200001,8.73246629138,1.60623485081,24905687.7316,33278578.0244,109228485.0,281154.0,1563.0,435226.0,197648.0,105350036.0,200913.0,388.5
2578,2016-01-25,113354299801.0,37.10747183,6120153918.75,15120825.0,5800319.0,79592.0,156663.404087,0.596757951807,56058.0,8.03333333333,1694688.25,935388.8859299999,8.75482120348,2.11765489098,26166918.645,38433356.1419,80026649.0,197719.0,1309.0,383842.0,190634.0,105543608.0,193572.0,404.75
2579,2016-01-26,113354299801.0,44.57485172,5854794313.5,15125150.0,5811068.0,99396.0,186115.57051700001,0.651674352601,56170.0,6.9,1691196.21,974832.9955780001,8.03067642645,0.9410453428550001,27947836.8106,45992222.558,179714636.0,464271.0,1186.0,404020.0,206515.0,105754200.0,210592.0,387.09
2580,2016-01-27,120033340651.0,47.44277836,5962740010.0,15129250.0,5821858.0,120853.0,283204.597985,0.7503275670730001,56293.0,8.51666666667,1634415.64,978569.915444,6.9203583783200004,1.31246279038,23253230.3312,7554131.781539999,124530436.0,315971.0,942.0,462802.0,229053.0,105990375.0,236175.0,394.12
2581,2016-01-28,120033340651.0,47.63990486,5969251295.0,15133100.0,5832080.0,109328.0,238275.732213,0.727886461039,56405.0,7.666666666669999,1537171.65,918901.0181610001,6.79007730194,1.14146154694,17463880.6874,9956892.41348,134666967.0,341404.0,1260.0,414610.0,220900.0,106216760.0,226385.0,394.45
2582,2016-01-29,120033340651.0,50.08400338,5788917792.0,15136800.0,5842613.0,112091.0,243139.084267,0.815527412162,56525.0,9.55,1434150.0,883099.679791,6.196263620419999,0.9504215386529999,30483418.7072,12897554.2976,150896201.0,394562.0,1414.0,445935.0,225456.0,106448214.0,231454.0,382.44
2583,2016-01-30,120033340651.0,45.3790109,5712112523.0,15141050.0,5869723.0,111213.0,198055.988076,0.663735094118,56637.0,7.05,1620331.7,1014371.25381,7.278398810539999,1.1014958671600001,54312432.201000005,6544542.32061,147102840.0,389924.0,1149.0,424226.0,213749.0,106670836.0,222622.0,377.26
2584,2016-01-31,120033340651.0,43.85418346,5728624464.0,15145475.0,5879958.0,100316.0,360543.96315,0.641980090395,56750.0,7.25,1689976.32,1056139.48191,8.048119475770001,1.14685286792,14343796.7501,4276470.35733,147357727.0,389588.0,1086.0,428332.0,200127.0,106880820.0,209984.0,378.24
2585,2016-02-01,120033340651.0,31.51669344,5709410157.0,15149950.0,5889715.0,78536.0,146092.027354,0.519653067039,56843.0,6.81666666667,1698131.16,1068073.26137,10.070459066,2.22902999013,17760429.7968,1414303.01375,76182517.0,202151.0,1199.0,384209.0,160035.0,107049445.0,168625.0,376.86
2586,2016-02-02,120033340651.0,51.0283515,5637418200.0,15154350.0,5900031.0,106701.0,209806.556541,0.715835198864,56968.0,8.55,1655772.0,1050172.59218,7.46636965423,1.09827295342,28865406.8139,4997779.26626,150761429.0,405273.0,1218.0,437884.0,209322.0,107271209.0,221764.0,372.0
2587,2016-02-03,120033340651.0,57.71349212,5661377906.0,15158450.0,5911166.0,98940.0,253685.136357,0.824635926829,57103.0,8.666666666669999,1552556.36,978569.915444,6.69211096647,1.07385649411,19943929.1014,3929600.01519,144577638.0,387109.0,1165.0,451155.0,222371.0,107503207.0,231998.0,373.48
2588,2016-02-04,120033340651.0,48.81393346,5585672264.0,15162800.0,5922158.0,99668.0,206465.502393,0.700482402299,57224.0,7.483333333330001,1620135.24,1038238.8127299999,8.097153938039998,1.5016448484399998,23767287.735,1976661.5512700002,107890707.0,292879.0,1369.0,388710.0,195252.0,107703294.0,200087.0,368.38
2589,2016-02-05,120033340651.0,41.25773034,5840368670.5,15167425.0,5932993.0,90119.0,251822.99354499998,0.632844389189,57341.0,6.88333333333,1796689.96,1103874.59974,8.935866311889999,1.4837092758000001,41655064.8085,2341430.41634,121094475.0,314482.0,1365.0,399236.0,193967.0,107904359.0,201065.0,385.06
2590,2016-02-06,120033340651.0,41.04809873,5863797293.25,15171925.0,5943298.0,93576.0,286410.75973499997,0.6356581833330001,57455.0,6.166666666669999,1755051.09,1074040.1511,8.12862345422,1.12709879872,24231098.3145,3499411.4021699997,155714041.0,402893.0,1384.0,393084.0,205366.0,108120269.0,215910.0,386.49
2591,2016-02-07,120033340651.0,42.22773725,5661516168.0,15176700.0,5953042.0,97132.0,306270.987444,0.652686691099,57579.0,6.516666666669999,1796933.68,1139675.93811,7.72037911597,1.48634280868,30866009.8532,3304540.9475,120896315.0,324084.0,1184.0,441758.0,221523.0,108353021.0,232752.0,373.04
2592,2016-02-08,144116447847.0,38.64301185,5673840375.0,15181250.0,5963049.0,76819.0,193785.992878,0.665092164835,57700.0,6.833333333330001,1714719.12,1303860.28146,8.08318855063,2.15419087526,15640570.8048,2957759.24812,79599219.0,212980.0,1276.0,452004.0,201390.0,108565155.0,212134.0,373.74
2593,2016-02-09,144116447847.0,40.9030054,5706626345.0,15185275.0,5974030.0,86341.0,196306.848644,0.7539734968940001,57821.0,7.733333333330001,1527627.0,1153414.86437,6.92616034712,1.63712806502,24531012.2045,2650183.04277,93311393.0,248301.0,1245.0,396540.0,211844.0,108785714.0,220559.0,375.8
2594,2016-02-10,144116447847.0,42.466277000000005,5659759595.0,15189500.0,5990418.0,0.0,0.0,0.740162,57946.0,8.316666666669999,1589926.87,1210727.40421,6.88879444885,1.46448001512,21330382.4776,2285064.55673,108565966.0,291366.0,1049.0,429776.0,222310.0,109016513.0,230799.0,372.61
